payment_id,order_id,payment_type,installments,payment_value
PAY003574,O003574,credit_card,12,636.09
PAY003575,O003575,credit_card,12,405.85
PAY003576,O003576,credit_card,2,2072.67
PAY003577,O003577,credit_card,3,2138.76
PAY003578,O003578,debit_card,1,637.33
PAY003579,O003579,credit_card,12,838.06
PAY003580,O003580,credit_card,6,90.73
PAY003581,O003581,debit_card,1,578.57
PAY003582,O003582,debit_card,1,340.07
PAY003583,O003583,credit_card,1,878.89
PAY003584,O003584,digital_wallet,1,650.72
PAY003585,O003585,bank_transfer,1,2018.98
PAY003586,O003586,bank_transfer,1,1338.63
PAY003587,O003587,credit_card,1,1309.85
PAY003588,O003588,credit_card,1,868.74
PAY003589,O003589,bank_transfer,1,915.26
PAY003590,O003590,credit_card,3,698.13
PAY003591,O003591,debit_card,1,629.9
PAY003592,O003592,debit_card,1,1367.09
PAY003593,O003593,credit_card,6,70.57
PAY003594,O003594,digital_wallet,1,101.08
PAY003595,O003595,credit_card,3,719.68
PAY003596,O003596,debit_card,1,752.98
PAY003597,O003597,credit_card,6,473.29
PAY003598,O003598,credit_card,6,285.98
PAY003599,O003599,credit_card,6,388.29
PAY003600,O003600,digital_wallet,1,2741.95
PAY003601,O003601,digital_wallet,1,349.64
PAY003602,O003602,credit_card,1,367.78
PAY003603,O003603,debit_card,1,504.0
PAY003604,O003604,debit_card,1,1251.85
PAY003605,O003605,credit_card,2,161.64
PAY003606,O003606,credit_card,3,29.0
PAY003607,O003607,credit_card,6,220.14
PAY003608,O003608,credit_card,3,447.52
PAY003609,O003609,debit_card,1,18326.42
PAY003610,O003610,credit_card,6,999.46
PAY003611,O003611,credit_card,6,20239.51
PAY003612,O003612,credit_card,2,3334.17
PAY003613,O003613,debit_card,1,280.43
PAY003614,O003614,debit_card,1,103.01
PAY003615,O003615,digital_wallet,1,588.69
PAY003616,O003616,credit_card,3,268.92
PAY003617,O003617,credit_card,3,453.94
PAY003618,O003618,digital_wallet,1,362.73
PAY003619,O003619,credit_card,1,1109.67
PAY003620,O003620,credit_card,3,1165.37
PAY003621,O003621,credit_card,1,983.95
PAY003622,O003622,credit_card,1,397.06
PAY003623,O003623,credit_card,2,2212.59
PAY003624,O003624,credit_card,6,702.77
PAY003625,O003625,credit_card,1,298.53
PAY003626,O003626,credit_card,3,329.42
PAY003627,O003627,credit_card,3,996.66
PAY003628,O003628,debit_card,1,762.45
PAY003629,O003629,bank_transfer,1,384.03
PAY003630,O003630,debit_card,1,1687.91
PAY003631,O003631,credit_card,3,770.62
PAY003632,O003632,credit_card,3,1324.51
PAY003633,O003633,credit_card,2,441.29
PAY003634,O003634,digital_wallet,1,2543.72
PAY003635,O003635,digital_wallet,1,581.41
PAY003636,O003636,credit_card,1,369.02
PAY003637,O003637,credit_card,2,1016.34
PAY003638,O003638,digital_wallet,1,251.0
PAY003639,O003639,bank_transfer,1,2519.65
PAY003640,O003640,credit_card,1,720.38
PAY003641,O003641,credit_card,2,906.97
PAY003642,O003642,debit_card,1,1938.58
PAY003643,O003643,credit_card,1,137.54
PAY003644,O003644,credit_card,1,462.33
PAY003645,O003645,bank_transfer,1,70.48
PAY003646,O003646,bank_transfer,1,766.76
PAY003647,O003647,credit_card,1,366.3
PAY003648,O003648,credit_card,6,90.23
PAY003649,O003649,CREDIT_CARD,3,302.04
PAY003650,O003650,digital_wallet,1,1148.66
PAY003651,O003651,bank_transfer,1,827.64
PAY003652,O003652,credit_card,3,25.64
PAY003653,O003653,debit_card,1,607.05
PAY003654,O003654,debit_card,1,242.21
PAY003655,O003655,credit_card,3,1600.64
PAY003656,O003656,credit_card,2,207.96
PAY003657,O003657,debit_card,1,145.42
PAY003658,O003658,debit_card,1,5488.21
PAY003659,O003659,digital_wallet,1,1442.03
PAY003660,O003660,digital_wallet,1,3107.51
PAY003661,O003661,digital_wallet,1,300.5
PAY003662,O003662,debit_card,1,815.99
PAY003663,O003663,credit_card,3,2178.18
PAY003664,O003664,credit_card,1,726.17
PAY003665,O003665,credit_card,1,313.7
PAY003666,O003666,credit_card,6,938.93
PAY003667,O003667,digital_wallet,1,286.62
PAY003668,O003668,debit_card,1,895.33
PAY003669,O003669,debit_card,1,421.17
PAY003670,O003670,bank_transfer,1,2143.08
PAY003671,O003671,credit_card,3,4181.46
PAY003672,O003672,credit_card,3,1024.77
PAY003673,O003673, bank_transfer ,1,1455.4
PAY003674,O003674,bank_transfer,1,2089.16
PAY003675,O003675,credit_card,1,897.32
PAY003676,O003676,credit_card,3,857.6
PAY003677,O003677,debit_card,1,2227.27
PAY003678,O003678,credit_card,3,5301.64
PAY003679,O003679,debit_card,1,644.51
PAY003680,O003680,credit_card,2,93.17
PAY003681,O003681,credit_card,2,1394.98
PAY003682,O003682,credit_card,2,1924.21
PAY003683,O003683,credit_card,1,1060.97
PAY003684,O003684,CREDIT_CARD,6,2519.21
PAY003685,O003685,credit_card,3,480.75
PAY003686,O003686,credit_card,6,800.01
PAY003687,O003687,credit_card,1,2532.74
PAY003688,O003688,debit_card,1,1303.36
PAY003689,O003689,credit_card,1,649.8
PAY003690,O003690,digital_wallet,1,725.39
PAY003691,O003691,credit_card,6,103.81
PAY003692,O003692,debit_card,1,223.71
PAY003693,O003693,credit_card,1,478.76
PAY003694,O003694,credit_card,3,228.79
PAY003695,O003695,bank_transfer,1,958.89
PAY003696,O003696,debit_card,1,210.23
PAY003697,O003697,credit_card,1,826.01
PAY003698,O003698,credit_card,1,1543.2
PAY003699,O003699,debit_card,1,487.16
PAY003700,O003700,credit_card,1,248.57
PAY003701,O003701,credit_card,3,858.83
PAY003702,O003702,credit_card,6,363.77
PAY003703,O003703,credit_card,3,1135.25
PAY003704,O003704,debit_card,1,225.24
PAY003705,O003705,credit_card,1,1932.42
PAY003706,O003706,credit_card,2,809.46
PAY003707,O003707,credit_card,12,2125.04
PAY003708,O003708,credit_card,1,2570.6
PAY003709,O003709,bank_transfer,1,232.37
PAY003710,O003710,debit_card,1,587.16
PAY003711,O003711,debit_card,1,132.71
PAY003712,O003712,credit_card,3,788.35
PAY003713,O003713,credit_card,6,2438.12
PAY003714,O003714,credit_card,3,3009.1
PAY003715,O003715,credit_card,3,423.74
PAY003716,O003716,digital_wallet,1,297.05
PAY003717,O003717,credit_card,2,3297.39
PAY003718,O003718, credit_card ,3,3555.16
PAY003719,O003719,credit_card,2,566.16
PAY003720,O003720,debit_card,1,601.59
PAY003721,O003721,credit_card,3,808.13
PAY003722,O003722,credit_card,1,4463.64
PAY003723,O003723,credit_card,6,514.23
PAY003724,O003724,credit_card,1,745.99
PAY003725,O003725,digital_wallet,1,1361.33
PAY003726,O003726,credit_card,2,146.2
PAY003727,O003727,digital_wallet,1,1699.25
PAY003728,O003728,credit_card,1,3349.54
PAY003729,O003729,credit_card,3,185.0
PAY003730,O003730,debit_card,1,1102.44
PAY003731,O003731,debit_card,1,228.55
PAY003732,O003732,credit_card,2,2961.87
PAY003733,O003733,debit_card,1,1082.63
PAY003734,O003734,credit_card,6,661.46
PAY003735,O003735,digital_wallet,1,862.56
PAY003736,O003736,credit_card,2,633.95
PAY003737,O003737,credit_card,3,808.09
PAY003738,O003738,bank_transfer,1,51.35
PAY003739,O003739,credit_card,2,856.93
PAY003740,O003740,digital_wallet,1,3357.27
PAY003741,O003741,credit_card,2,764.32
PAY003742,O003742,credit_card,12,206.55
PAY003743,O003743,credit_card,2,870.05
PAY003744,O003744,bank_transfer,1,1809.31
PAY003745,O003745,credit_card,12,2406.72
PAY003746,O003746,debit_card,1,130.56
PAY003747,O003747,debit_card,1,1962.18
PAY003748,O003748,digital_wallet,1,2764.21
PAY003749,O003749,credit_card,2,222.41
PAY003750,O003750,credit_card,3,127.26
PAY003751,O003751,credit_card,6,741.29
PAY003752,O003752,bank_transfer,1,938.38
PAY003753,O003753,debit_card,1,1316.72
PAY003754,O003754,digital_wallet,1,490.91
PAY003755,O003755,credit_card,3,77.89
PAY003756,O003756,credit_card,1,646.69
PAY003757,O003757,debit_card,1,914.33
PAY003758,O003758,credit_card,1,1206.41
PAY003759,O003759, credit_card ,1,2197.26
PAY003760,O003760,credit_card,1,418.08
PAY003761,O003761,debit_card,1,1201.24
PAY003762,O003762,digital_wallet,1,2393.76
PAY003763,O003763,credit_card,1,658.93
PAY003764,O003764,debit_card,1,2108.97
PAY003765,O003765,credit_card,3,2493.72
PAY003766,O003766,credit_card,1,1733.87
PAY003767,O003767,credit_card,2,4206.79
PAY003768,O003768,credit_card,2,308.42
PAY003769,O003769,credit_card,2,368.96
PAY003770,O003770,debit_card,1,151.13
PAY003771,O003771,debit_card,1,136.71
PAY003772,O003772,bank_transfer,1,18969.37
PAY003773,O003773,credit_card,3,391.43
PAY003774,O003774,digital_wallet,1,2095.89
PAY003775,O003775,digital_wallet,1,2642.91
PAY003776,O003776,digital_wallet,1,2011.27
PAY003777,O003777,credit_card,1,199.14
PAY003778,O003778,bank_transfer,1,957.96
PAY003779,O003779,credit_card,1,2063.59
PAY003780,O003780,credit_card,1,906.89
PAY003781,O003781,credit_card,6,96.18
PAY003782,O003782,debit_card,1,944.83
PAY003783,O003783,credit_card,2,1948.37
PAY003784,O003784,debit_card,1,666.45
PAY003785,O003785,credit_card,3,611.21
PAY003786,O003786,credit_card,1,432.23
PAY003787,O003787,credit_card,1,3143.55
PAY003788,O003788,credit_card,6,10008.95
PAY003789,O003789,bank_transfer,1,19.47
PAY003790,O003790,digital_wallet,1,2217.23
PAY003791,O003791,credit_card,2,1013.59
PAY003792,O003792,credit_card,12,1060.13
PAY003793,O003793,digital_wallet,1,328.02
PAY003794,O003794,credit_card,2,1183.61
PAY003795,O003795,credit_card,2,3035.44
PAY003796,O003796,credit_card,2,1526.78
PAY003797,O003797,credit_card,1,908.57
PAY003798,O003798,CREDIT_CARD,6,1301.72
PAY003799,O003799,debit_card,1,1514.88
PAY003800,O003800,credit_card,3,1729.86
PAY003801,O003801,digital_wallet,1,767.09
PAY003802,O003802,credit_card,3,2962.14
PAY003803,O003803,credit_card,3,2253.28
PAY003804,O003804,CREDIT_CARD,1,710.02
PAY003805,O003805,credit_card,6,986.94
PAY003806,O003806,credit_card,1,71.26
PAY003807,O003807,credit_card,1,2003.53
PAY003808,O003808,digital_wallet,1,1095.44
PAY003809,O003809,bank_transfer,1,5383.58
PAY003810,O003810,debit_card,1,3646.3
PAY003811,O003811,digital_wallet,1,1459.61
PAY003812,O003812,digital_wallet,1,2310.49
PAY003813,O003813,credit_card,12,450.31
PAY003814,O003814,credit_card,3,2616.35
PAY003815,O003815,debit_card,1,448.21
PAY003816,O003816,credit_card,2,470.83
PAY003817,O003817,credit_card,3,439.15
PAY003818,O003818,credit_card,6,582.18
PAY003819,O003819,digital_wallet,1,266.5
PAY003820,O003820,bank_transfer,1,2835.21
PAY003821,O003821,bank_transfer,1,332.21
PAY003822,O003822,debit_card,1,1485.1
PAY003823,O003823,credit_card,2,919.97
PAY003824,O003824,digital_wallet,1,1745.85
PAY003825,O003825,credit_card,2,93.27
PAY003826,O003826,digital_wallet,1,625.83
PAY003827,O003827,bank_transfer,1,311.83
PAY003828,O003828,digital_wallet,1,465.23
PAY003829,O003829,credit_card,1,233.62
PAY003830,O003830,credit_card,3,1012.66
PAY003831,O003831,debit_card,1,366.72
PAY003832,O003832,bank_transfer,1,41.99
PAY003833,O003833,credit_card,1,1701.76
PAY003834,O003834,credit_card,2,710.02
PAY003835,O003835,debit_card,1,255.69
PAY003836,O003836,debit_card,1,1455.69
PAY003837,O003837, debit_card ,1,122.07
PAY003838,O003838,credit_card,3,2721.87
PAY003839,O003839,digital_wallet,1,104.5
PAY003840,O003840,debit_card,1,1186.95
PAY003841,O003841,credit_card,1,196.36
PAY003842,O003842,debit_card,1,3305.25
PAY003843,O003843,debit_card,1,2129.78
PAY003844,O003844,credit_card,1,376.51
PAY003845,O003845,bank_transfer,1,374.93
PAY003846,O003846,credit_card,12,2317.43
PAY003847,O003847,credit_card,1,1641.52
PAY003848,O003848,debit_card,1,1067.76
PAY003849,O003849,digital_wallet,1,1635.78
PAY003850,O003850,debit_card,1,832.3
PAY003851,O003851,bank_transfer,1,594.67
PAY003852,O003852,digital_wallet,1,593.84
PAY003853,O003853,debit_card,1,3172.17
PAY003854,O003854,credit_card,1,882.19
PAY003855,O003855,credit_card,3,196.94
PAY003856,O003856,bank_transfer,1,755.97
PAY003857,O003857,digital_wallet,1,1880.62
PAY003858,O003858,debit_card,1,959.97
PAY003859,O003859,credit_card,1,339.64
PAY003860,O003860,credit_card,2,571.66
PAY003861,O003861,credit_card,6,597.63
PAY003862,O003862,DEBIT_CARD,1,2702.03
PAY003863,O003863,credit_card,2,26.86
PAY003864,O003864,digital_wallet,1,970.37
PAY003865,O003865,debit_card,1,722.88
PAY003866,O003866,credit_card,3,625.02
PAY003867,O003867,credit_card,1,1351.48
PAY003868,O003868,credit_card,3,834.39
PAY003869,O003869,credit_card,6,528.85
PAY003870,O003870,credit_card,2,2823.2
PAY003871,O003871,debit_card,1,525.62
PAY003872,O003872,digital_wallet,1,430.02
PAY003873,O003873,credit_card,3,1820.12
PAY003874,O003874,debit_card,1,941.63
PAY003875,O003875,debit_card,1,721.29
PAY003876,O003876,credit_card,1,844.82
PAY003877,O003877,debit_card,1,2274.0
PAY003878,O003878,credit_card,1,2464.18
PAY003879,O003879,credit_card,6,1010.61
PAY003880,O003880,debit_card,1,137.4
PAY003881,O003881,digital_wallet,1,2293.79
PAY003882,O003882,bank_transfer,1,307.2
PAY003883,O003883,debit_card,1,693.06
PAY003884,O003884,debit_card,1,486.98
PAY003885,O003885,credit_card,12,2423.96
PAY003886,O003886,debit_card,1,473.11
PAY003887,O003887,credit_card,3,252.08
PAY003888,O003888,credit_card,6,1337.07
PAY003889,O003889,digital_wallet,1,1294.06
PAY003890,O003890,credit_card,1,546.24
PAY003891,O003891,digital_wallet,1,1727.93
PAY003892,O003892,credit_card,2,1250.65
PAY003893,O003893,debit_card,1,838.02
PAY003894,O003894,digital_wallet,1,952.5
PAY003895,O003895,debit_card,1,444.2
PAY003896,O003896,debit_card,1,674.57
PAY003897,O003897,debit_card,1,173.94
PAY003898,O003898,digital_wallet,1,115.88
PAY003899,O003899,credit_card,3,994.59
PAY003900,O003900,credit_card,3,5078.41
PAY003901,O003901,credit_card,3,1398.7
PAY003902,O003902,bank_transfer,1,387.55
PAY003903,O003903,digital_wallet,1,1195.76
PAY003904,O003904,debit_card,1,1290.97
PAY003905,O003905,credit_card,1,22.68
PAY003906,O003906,bank_transfer,1,3017.27
PAY003907,O003907,digital_wallet,1,515.78
PAY003908,O003908,credit_card,12,971.33
PAY003909,O003909,debit_card,1,93.0
PAY003910,O003910,credit_card,2,344.86
PAY003911,O003911,credit_card,3,531.58
PAY003912,O003912,credit_card,1,343.2
PAY003913,O003913,bank_transfer,1,394.0
PAY003914,O003914,bank_transfer,1,1183.58
PAY003915,O003915,debit_card,1,954.53
PAY003916,O003916,credit_card,3,34.19
PAY003917,O003917,credit_card,2,560.43
PAY003918,O003918,credit_card,3,324.0
PAY003919,O003919,credit_card,1,587.93
PAY003920,O003920,credit_card,6,249.37
PAY003921,O003921,debit_card,1,1137.11
PAY003922,O003922,bank_transfer,1,401.19
PAY003923,O003923,debit_card,1,1543.08
PAY003924,O003924,debit_card,1,1666.89
PAY003925,O003925,credit_card,2,771.5
PAY003926,O003926,debit_card,1,1929.55
PAY003927,O003927,credit_card,12,482.78
PAY003928,O003928, debit_card ,1,761.48
PAY003929,O003929,credit_card,12,1191.78
PAY003930,O003930,bank_transfer,1,532.74
PAY003931,O003931,debit_card,1,219.3
PAY003932,O003932,debit_card,1,3817.49
PAY003933,O003933,credit_card,3,1697.41
PAY003934,O003934,credit_card,3,858.77
PAY003935,O003935,debit_card,1,405.44
PAY003936,O003936,digital_wallet,1,1294.53
PAY003937,O003937,debit_card,1,997.05
PAY003938,O003938,credit_card,1,1513.75
PAY003939,O003939,debit_card,1,2602.49
PAY003940,O003940,credit_card,1,1095.5
PAY003941,O003941,digital_wallet,1,1470.96
PAY003942,O003942,digital_wallet,1,520.82
PAY003943,O003943,credit_card,1,458.85
PAY003944,O003944,credit_card,1,1238.17
PAY003945,O003945,digital_wallet,1,531.58
PAY003946,O003946,debit_card,1,10.5
PAY003947,O003947,credit_card,1,2440.64
PAY003948,O003948,credit_card,2,1567.86
PAY003949,O003949,credit_card,1,4133.87
PAY003950,O003950,CREDIT_CARD,1,481.85
PAY003951,O003951,debit_card,1,321.26
PAY003952,O003952,credit_card,1,762.45
PAY003953,O003953,debit_card,1,3715.32
PAY003954,O003954,credit_card,3,1826.25
PAY003955,O003955,credit_card,1,468.38
PAY003956,O003956,debit_card,1,342.16
PAY003957,O003957,credit_card,3,69.34
PAY003958,O003958,debit_card,1,1916.32
PAY003959,O003959,digital_wallet,1,4117.51
PAY003960,O003960,digital_wallet,1,600.59
PAY003961,O003961,bank_transfer,1,810.61
PAY003962,O003962,debit_card,1,1857.88
PAY003963,O003963,credit_card,3,583.38
PAY003964,O003964,digital_wallet,1,2252.23
PAY003965,O003965,credit_card,6,930.95
PAY003966,O003966,digital_wallet,1,1155.51
PAY003967,O003967,credit_card,1,10504.17
PAY003968,O003968,credit_card,12,193.42
PAY003969,O003969,bank_transfer,1,2025.06
PAY003970,O003970,debit_card,1,364.93
PAY003971,O003971,credit_card,1,86.06
PAY003972,O003972,credit_card,1,18064.79
PAY003973,O003973,credit_card,1,1476.99
PAY003974,O003974,credit_card,1,871.48
PAY003975,O003975,credit_card,1,913.41
PAY003976,O003976,credit_card,3,27.03
PAY003977,O003977,debit_card,1,552.43
PAY003978,O003978,bank_transfer,1,2476.7
PAY003979,O003979,debit_card,1,435.54
PAY003980,O003980,debit_card,1,1831.35
PAY003981,O003981,credit_card,3,578.62
PAY003982,O003982,credit_card,2,895.59
PAY003983,O003983,credit_card,1,399.36
PAY003984,O003984,digital_wallet,1,758.59
PAY003985,O003985,credit_card,2,137.9
PAY003986,O003986,credit_card,2,746.33
PAY003987,O003987,credit_card,2,245.08
PAY003988,O003988,credit_card,2,374.41
PAY003989,O003989,credit_card,1,398.11
PAY003990,O003990,debit_card,1,523.26
PAY003991,O003991,digital_wallet,1,960.18
PAY003992,O003992,debit_card,1,1115.08
PAY003993,O003993,digital_wallet,1,2030.72
PAY003994,O003994,credit_card,3,1003.95
PAY003995,O003995,credit_card,12,496.51
PAY003996,O003996,credit_card,1,139.92
PAY003997,O003997,credit_card,12,279.22
PAY003998,O003998,debit_card,1,547.58
PAY003999,O003999,credit_card,1,1292.83
PAY004000,O004000,credit_card,3,998.32
PAY004001,O004001,credit_card,1,1266.5
PAY004002,O004002,credit_card,1,1522.23
PAY004003,O004003,digital_wallet,1,1473.7
PAY004004,O004004,credit_card,1,794.99
PAY004005,O004005,debit_card,1,574.53
PAY004006,O004006,credit_card,3,1532.44
PAY004007,O004007,credit_card,1,868.21
PAY004008,O004008,credit_card,1,308.15
PAY004009,O004009,credit_card,1,874.23
PAY004010,O004010,credit_card,3,210.62
PAY004011,O004011,credit_card,3,802.82
PAY004012,O004012,credit_card,1,1427.87
PAY004013,O004013,digital_wallet,1,670.92
PAY004014,O004014,credit_card,3,524.75
PAY004015,O004015,digital_wallet,1,765.81
PAY004016,O004016,credit_card,1,516.0
PAY004017,O004017,debit_card,1,1481.03
PAY004018,O004018,credit_card,1,531.31
PAY004019,O004019,credit_card,1,494.16
PAY004020,O004020,credit_card,1,601.98
PAY004021,O004021,credit_card,12,759.48
PAY004022,O004022,credit_card,6,1661.51
PAY004023,O004023,credit_card,6,555.77
PAY004024,O004024,credit_card,3,976.77
PAY004025,O004025, debit_card ,1,1141.27
PAY004026,O004026,credit_card,12,153.13
PAY004027,O004027,credit_card,2,2065.39
PAY004028,O004028,digital_wallet,1,2670.07
PAY004029,O004029,debit_card,1,3541.52
PAY004030,O004030,digital_wallet,1,1026.77
PAY004031,O004031,debit_card,1,798.02
PAY004032,O004032,digital_wallet,1,334.87
PAY004033,O004033,credit_card,3,852.59
PAY004034,O004034,digital_wallet,1,293.08
PAY004035,O004035,debit_card,1,978.41
PAY004036,O004036,credit_card,6,698.38
PAY004037,O004037,credit_card,1,987.46
PAY004038,O004038,digital_wallet,1,314.05
PAY004039,O004039, debit_card ,1,599.61
PAY004040,O004040,debit_card,1,1469.01
PAY004041,O004041,credit_card,1,39.0
PAY004042,O004042,digital_wallet,1,1049.47
PAY004043,O004043,debit_card,1,780.37
PAY004044,O004044,credit_card,1,303.85
PAY004045,O004045,digital_wallet,1,3742.99
PAY004046,O004046,credit_card,6,4467.38
PAY004047,O004047,credit_card,3,2480.04
PAY004048,O004048,credit_card,12,940.29
PAY004049,O004049,digital_wallet,1,402.21
PAY004050,O004050,credit_card,12,270.22
PAY004051,O004051,digital_wallet,1,311.54
PAY004052,O004052,credit_card,2,583.49
PAY004053,O004053,digital_wallet,1,710.43
PAY004054,O004054,debit_card,1,3103.85
PAY004055,O004055,credit_card,12,1264.35
PAY004056,O004056,debit_card,1,883.28
PAY004057,O004057,digital_wallet,1,968.41
PAY004058,O004058,credit_card,3,254.94
PAY004059,O004059,credit_card,3,1283.33
PAY004060,O004060,credit_card,2,431.85
PAY004061,O004061,credit_card,1,575.57
PAY004062,O004062,debit_card,1,1065.73
PAY004063,O004063,credit_card,1,577.3
PAY004064,O004064,credit_card,1,507.45
PAY004065,O004065,credit_card,6,1058.71
PAY004066,O004066,debit_card,1,1097.4
PAY004067,O004067,credit_card,12,190.67
PAY004068,O004068,credit_card,2,577.04
PAY004069,O004069,credit_card,3,678.11
PAY004070,O004070,bank_transfer,1,476.3
PAY004071,O004071,credit_card,1,8522.56
PAY004072,O004072,credit_card,12,985.21
PAY004073,O004073, bank_transfer ,1,355.99
PAY004074,O004074,credit_card,12,2178.44
PAY004075,O004075,credit_card,1,721.59
PAY004076,O004076,bank_transfer,1,2015.07
PAY004077,O004077,debit_card,1,247.4
PAY004078,O004078, credit_card ,1,777.4
PAY004079,O004079,debit_card,1,338.91
PAY004080,O004080,bank_transfer,1,1470.97
PAY004081,O004081,bank_transfer,1,77.65
PAY004082,O004082,credit_card,1,858.48
PAY004083,O004083,credit_card,2,1243.8
PAY004084,O004084,credit_card,1,42.2
PAY004085,O004085,digital_wallet,1,103.98
PAY004086,O004086,credit_card,1,57.19
PAY004087,O004087,credit_card,1,679.58
PAY004088,O004088,credit_card,2,203.42
PAY004089,O004089,digital_wallet,1,1763.11
PAY004090,O004090,credit_card,3,161.65
PAY004091,O004091,credit_card,1,215.92
PAY004092,O004092,debit_card,1,118.75
PAY004093,O004093,credit_card,3,686.96
PAY004094,O004094,credit_card,12,874.67
PAY004095,O004095,credit_card,1,1367.6
PAY004096,O004096,credit_card,2,188.36
PAY004097,O004097,credit_card,6,2296.83
PAY004098,O004098,credit_card,1,468.31
PAY004099,O004099,credit_card,6,230.12
PAY004100,O004100,debit_card,1,410.5
PAY004101,O004101,digital_wallet,1,950.5
PAY004102,O004102,debit_card,1,549.61
PAY004103,O004103,digital_wallet,1,1271.93
PAY004104,O004104,debit_card,1,376.89
PAY004105,O004105,bank_transfer,1,2725.82
PAY004106,O004106,digital_wallet,1,1074.26
PAY004107,O004107,debit_card,1,317.71
PAY004108,O004108,credit_card,2,583.86
PAY004109,O004109, credit_card ,2,655.2
PAY004110,O004110,debit_card,1,501.31
PAY004111,O004111,credit_card,2,1170.1
PAY004112,O004112,credit_card,6,199.44
PAY004113,O004113,bank_transfer,1,582.06
PAY004114,O004114,debit_card,1,2028.77
PAY004115,O004115,credit_card,1,1010.54
PAY004116,O004116,credit_card,2,1549.21
PAY004117,O004117,DIGITAL_WALLET,1,505.67
PAY004118,O004118,credit_card,1,1524.87
PAY004119,O004119,credit_card,12,9.65
PAY004120,O004120,digital_wallet,1,3053.58
PAY004121,O004121,credit_card,6,957.44
PAY004122,O004122,debit_card,1,660.49
PAY004123,O004123,credit_card,2,11073.2
PAY004124,O004124,debit_card,1,373.75
PAY004125,O004125,credit_card,6,551.44
PAY004126,O004126,credit_card,1,28.53
PAY004127,O004127,debit_card,1,327.66
PAY004128,O004128,digital_wallet,1,2095.35
PAY004129,O004129,debit_card,1,3175.27
PAY004130,O004130,debit_card,1,10728.59
PAY004131,O004131,credit_card,2,743.14
PAY004132,O004132,credit_card,2,2255.32
PAY004133,O004133,debit_card,1,955.36
PAY004134,O004134,digital_wallet,1,3375.62
PAY004135,O004135,digital_wallet,1,279.99
PAY004136,O004136,debit_card,1,55.44
PAY004137,O004137,credit_card,6,177.01
PAY004138,O004138,bank_transfer,1,1808.03
PAY004139,O004139,credit_card,3,897.86
PAY004140,O004140,debit_card,1,1994.34
PAY004141,O004141,credit_card,6,521.31
PAY004142,O004142,digital_wallet,1,346.06
PAY004143,O004143,digital_wallet,1,880.72
PAY004144,O004144,debit_card,1,917.73
PAY004145,O004145,credit_card,2,783.69
PAY004146,O004146,debit_card,1,1743.31
PAY004147,O004147,credit_card,12,58.98
PAY004148,O004148,digital_wallet,1,762.53
PAY004149,O004149,debit_card,1,2106.66
PAY004150,O004150,digital_wallet,1,779.0
PAY004151,O004151,digital_wallet,1,704.73
PAY004152,O004152,credit_card,12,1768.26
PAY004153,O004153,credit_card,2,46.76
PAY004154,O004154,credit_card,1,3795.61
PAY004155,O004155,credit_card,2,92.3
PAY004156,O004156,debit_card,1,10500.84
PAY004157,O004157,credit_card,12,401.95
PAY004158,O004158,credit_card,6,303.05
PAY004159,O004159,credit_card,6,10.1
PAY004160,O004160,credit_card,6,324.75
PAY004161,O004161,bank_transfer,1,110.9
PAY004162,O004162,debit_card,1,495.89
PAY004163,O004163,digital_wallet,1,2480.47
PAY004164,O004164,credit_card,1,907.41
PAY004165,O004165,digital_wallet,1,2121.01
PAY004166,O004166,bank_transfer,1,34.47
PAY004167,O004167,credit_card,1,141.41
PAY004168,O004168,credit_card,2,371.11
PAY004169,O004169,credit_card,1,1097.12
PAY004170,O004170,bank_transfer,1,886.57
PAY004171,O004171,debit_card,1,372.47
PAY004172,O004172,digital_wallet,1,1441.87
PAY004173,O004173,credit_card,1,535.85
PAY004174,O004174,credit_card,1,886.54
PAY004175,O004175,credit_card,1,1696.14
PAY004176,O004176,digital_wallet,1,497.38
PAY004177,O004177,digital_wallet,1,302.65
PAY004178,O004178,digital_wallet,1,225.34
PAY004179,O004179,credit_card,1,310.75
PAY004180,O004180,credit_card,6,89.49
PAY004181,O004181,credit_card,6,1716.12
PAY004182,O004182,digital_wallet,1,384.15
PAY004183,O004183,debit_card,1,266.27
PAY004184,O004184,debit_card,1,970.75
PAY004185,O004185,credit_card,1,83.29
PAY004186,O004186,bank_transfer,1,271.26
PAY004187,O004187,credit_card,1,688.31
PAY004188,O004188,credit_card,2,374.49
PAY004189,O004189,debit_card,1,1731.41
PAY004190,O004190,digital_wallet,1,12289.15
PAY004191,O004191,credit_card,1,244.87
PAY004192,O004192,debit_card,1,738.22
PAY004193,O004193,credit_card,2,10013.57
PAY004194,O004194,credit_card,6,431.13
PAY004195,O004195,digital_wallet,1,485.01
PAY004196,O004196,bank_transfer,1,1049.55
PAY004197,O004197,credit_card,1,215.89
PAY004198,O004198,bank_transfer,1,1110.12
PAY004199,O004199,credit_card,3,1520.63
PAY004200,O004200,credit_card,2,564.9
PAY004201,O004201,credit_card,3,1838.58
PAY004202,O004202,credit_card,6,1882.82
PAY004203,O004203,credit_card,6,2246.7
PAY004204,O004204,debit_card,1,664.04
PAY004205,O004205,credit_card,1,928.73
PAY004206,O004206,credit_card,3,1534.65
PAY004207,O004207,credit_card,3,488.63
PAY004208,O004208,bank_transfer,1,709.32
PAY004209,O004209,credit_card,1,616.22
PAY004210,O004210,bank_transfer,1,2760.93
