review_id,order_id,review_score,review_comment,review_date
R003932,O003932,5,Muy buena experiencia,2026-03-11
R003933,O003933,2,Demora excesiva,2025-03-28
R003935,O003935,4,Todo bien,2025-09-20
R003936,O003936,2,,2025-04-29
R003937,O003937,4,Recomendado,2024-04-27
R003940,O003940,5,Excelente producto,2024-10-04
R003941,O003941,2,Producto regular,2024-09-25
R003942,O003942,5,Excelente producto,2025-07-10
R003943,O003943,4,,2026-06-06
R003944,O003944,4,Recomendado,2025-03-14
R003945,O003945,5,Excelente producto,2026-04-24
R003946,O003946,5,Llegó perfecto,2024-02-08
R003947,O003947,1,No lo recomiendo,2025-05-17
R003948,O003948,5,Excelente producto,2025-08-12
R003949,O003949,5,,2025-04-17
R003952,O003952,5,Excelente producto,2026-01-29
R003953,O003953,4,,2025-12-07
R003954,O003954,4,Todo bien,2025-02-01
R003955,O003955,4,Todo bien,2024-01-09
R003957,O003957,1,No lo recomiendo,2024-08-05
R003958,O003958,3,Experiencia normal,2024-08-04
R003959,O003959,5,Excelente producto,2025-11-24
R003960,O003960,4,Recomendado,2024-12-19
R003961,O003961,4,Todo bien,2025-09-20
R003962,O003962,5,Excelente producto,2026-03-13
R003963,O003963,5,Excelente producto,2025-04-29
R003964,O003964,5,Llegó perfecto,2025-09-30
R003965,O003965,2,Producto regular,2026-06-25
R003966,O003966,4,Todo bien,2025-09-23
R003968,O003968,3,Aceptable,2025-01-19
R003969,O003969,5,Muy buena experiencia,2024-10-03
R003970,O003970,5,Muy buena experiencia,2025-04-14
R003973,O003973,5,Llegó perfecto,2024-02-10
R003975,O003975,4,Recomendado,2024-05-14
R003976,O003976,1,Muy mala experiencia,2024-06-08
R003979,O003979,2,,2026-02-06
R003980,O003980,2,Demora excesiva,2025-07-30
R003981,O003981,1,Producto llegó tarde,2024-10-28
R003982,O003982,5,Muy buena experiencia,2026-07-01
R003983,O003983,5,Llegó perfecto,2025-11-21
R003984,O003984,4,Recomendado,2025-12-31
R003985,O003985,5,Llegó perfecto,2024-11-02
R003986,O003986,4,Recomendado,2025-11-20
R003987,O003987,5,Muy buena experiencia,2024-02-27
R003988,O003988,5,Excelente producto,2025-07-02
R003989,O003989,2,Producto regular,2024-03-22
R003991,O003991,5,Excelente producto,2025-08-26
R003993,O003993,3,,2025-03-01
R003994,O003994,4,Buena compra,2026-05-31
R003995,O003995,5,Excelente producto,2024-09-12
R003996,O003996,4,Buena compra,2024-11-28
R003999,O003999,5,Muy buena experiencia,2025-04-19
R004002,O004002,1,No lo recomiendo,2024-11-03
R004004,O004004,4,,2025-08-17
R004005,O004005,3,,2024-10-03
R004008,O004008,4,Buena compra,2025-09-23
R004009,O004009,5,,2025-06-26
R004010,O004010,4,,2024-08-08
R004011,O004011,4,Recomendado,2024-04-14
R004012,O004012,4,Recomendado,2024-09-18
R004013,O004013,4,Recomendado,2024-01-30
R004015,O004015,5,Muy buena experiencia,2025-07-31
R004016,O004016,5,,2024-04-13
R004017,O004017,4,,2025-12-06
R004019,O004019,3,Aceptable,2024-09-16
R004020,O004020,5,Muy buena experiencia,2026-05-13
R004021,O004021,5,,2025-05-13
R004024,O004024,4,,2025-10-19
R004025,O004025,3,Cumple lo esperado,2025-01-27
R004026,O004026,4,Recomendado,2025-06-21
R004027,O004027,1,Producto llegó tarde,2024-01-28
R004028,O004028,4,Recomendado,2024-10-07
R004029,O004029,5,Llegó perfecto,2026-01-24
R004031,O004031,4,Recomendado,2024-10-07
R004032,O004032,2,Podría mejorar,2026-06-01
R004033,O004033,5,Muy buena experiencia,2025-03-25
R004034,O004034,5,Muy buena experiencia,2024-09-16
R004035,O004035,4,Todo bien,2024-02-03
R004039,O004039,5,Llegó perfecto,2026-05-04
R004040,O004040,5,Excelente producto,2025-08-29
R004042,O004042,3,Experiencia normal,2024-05-12
R004043,O004043,4,Todo bien,2024-06-15
R004045,O004045,1,Producto llegó tarde,2025-02-14
R004047,O004047,5,Muy buena experiencia,2025-04-08
R004048,O004048,3,Aceptable,2025-01-27
R004049,O004049,4,Buena compra,2025-08-21
R004050,O004050,5,,2026-03-19
R004051,O004051,5,Excelente producto,2025-07-18
R004052,O004052,3,Experiencia normal,2024-08-28
R004053,O004053,5,Excelente producto,2024-02-02
R004055,O004055,5,Excelente producto,2024-10-11
R004056,O004056,5,,2025-08-18
R004058,O004058,3,Cumple lo esperado,2025-11-10
R004059,O004059,3,Aceptable,2026-02-13
R004060,O004060,4,Buena compra,2025-12-05
R004061,O004061,1,Muy mala experiencia,2026-01-20
R004063,O004063,5,Muy buena experiencia,2026-05-16
R004064,O004064,4,,2025-07-29
R004065,O004065,4,Buena compra,2024-05-16
R004066,O004066,5,Excelente producto,2025-08-06
R004067,O004067,2,Demora excesiva,2024-09-26
R004068,O004068,2,Demora excesiva,2026-02-11
R004069,O004069,2,Demora excesiva,2024-11-23
R004071,O004071,3,,2025-07-18
R004074,O004074,4,Todo bien,2026-01-10
R004076,O004076,3,,2024-12-25
R004077,O004077,4,Buena compra,2025-06-14
R004079,O004079,2,Podría mejorar,2024-05-14
R004081,O004081,5,Muy buena experiencia,2024-10-29
R004082,O004082,4,Recomendado,2025-06-22
R004083,O004083,4,Recomendado,2024-06-16
R004085,O004085,4,,2025-09-20
R004087,O004087,2,,2024-04-11
R004088,O004088,5,Llegó perfecto,2025-02-11
R004089,O004089,1,Producto llegó tarde,2025-05-22
R004091,O004091,3,Aceptable,2026-07-05
R004092,O004092,5,Muy buena experiencia,2024-10-08
R004094,O004094,5,Muy buena experiencia,2024-10-03
R004095,O004095,4,Buena compra,2024-11-14
R004096,O004096,5,Excelente producto,2024-08-13
R004097,O004097,4,Buena compra,2026-03-19
R004098,O004098,5,Llegó perfecto,2024-06-21
R004099,O004099,4,Buena compra,2024-06-26
R004101,O004101,4,Buena compra,2025-09-23
R004102,O004102,4,Buena compra,2024-08-22
R004103,O004103,2,Demora excesiva,2025-02-03
R004104,O004104,4,Buena compra,2025-08-19
R004105,O004105,3,Aceptable,2026-05-20
R004106,O004106,5,,2024-07-01
R004107,O004107,4,,2024-03-07
R004109,O004109,5,Excelente producto,2024-03-25
R004110,O004110,3,,2025-11-29
R004111,O004111,5,,2024-01-28
R004112,O004112,4,,2026-04-18
R004114,O004114,2,Demora excesiva,2025-11-03
R004115,O004115,5,Llegó perfecto,2024-10-25
R004116,O004116,4,Recomendado,2025-08-26
R004117,O004117,4,Buena compra,2025-10-17
R004118,O004118,5,,2025-10-20
R004119,O004119,4,Recomendado,2025-09-24
R004120,O004120,4,Todo bien,2024-10-10
R004122,O004122,1,Muy mala experiencia,2024-10-19
R004123,O004123,4,Buena compra,2024-10-23
R004124,O004124,5,,2024-07-08
R004125,O004125,1,Muy mala experiencia,2026-04-12
R004127,O004127,3,Aceptable,2026-07-19
R004129,O004129,5,Muy buena experiencia,2024-10-30
R004130,O004130,4,Todo bien,2024-10-15
R004131,O004131,3,Cumple lo esperado,2025-02-28
R004132,O004132,2,,2026-02-08
R004133,O004133,5,Excelente producto,2024-12-27
R004134,O004134,5,Llegó perfecto,2026-02-16
R004135,O004135,5,Llegó perfecto,2026-02-10
R004136,O004136,2,Producto regular,2024-07-14
R004137,O004137,4,Todo bien,2025-06-30
R004138,O004138,4,Todo bien,2025-12-09
R004140,O004140,4,Recomendado,2024-01-25
R004143,O004143,4,Recomendado,2025-05-07
R004145,O004145,4,Todo bien,2024-05-03
R004146,O004146,5,Muy buena experiencia,2024-06-25
R004147,O004147,5,Llegó perfecto,2025-06-08
R004148,O004148,3,Aceptable,2025-12-15
R004149,O004149,3,Cumple lo esperado,2024-08-25
R004152,O004152,5,Excelente producto,2025-12-06
R004156,O004156,5,,2025-05-23
R004157,O004157,3,Experiencia normal,2025-09-20
R004158,O004158,1,Muy mala experiencia,2024-12-20
R004159,O004159,3,Experiencia normal,2025-02-11
R004162,O004162,4,Todo bien,2024-02-03
R004163,O004163,4,Buena compra,2025-03-12
R004164,O004164,5,Excelente producto,2025-08-11
R004165,O004165,5,Llegó perfecto,2025-01-21
R004169,O004169,4,Recomendado,2025-03-29
R004170,O004170,4,Todo bien,2024-01-18
R004171,O004171,4,Buena compra,2025-09-07
R004172,O004172,5,Llegó perfecto,2025-02-01
R004173,O004173,5,Llegó perfecto,2024-04-29
R004174,O004174,3,Cumple lo esperado,2024-02-13
R004175,O004175,3,Experiencia normal,2025-08-01
R004177,O004177,4,Recomendado,2026-03-19
R004179,O004179,5,Muy buena experiencia,2024-08-03
R004180,O004180,1,Producto llegó tarde,2025-01-30
R004181,O004181,3,Experiencia normal,2025-10-19
R004182,O004182,5,Excelente producto,2025-08-02
R004183,O004183,5,Excelente producto,2024-01-12
R004184,O004184,4,Buena compra,2026-07-01
R004186,O004186,5,Excelente producto,2024-11-21
R004188,O004188,1,,2025-12-10
R004189,O004189,5,,2025-09-26
R004190,O004190,5,Excelente producto,2025-05-30
R004191,O004191,5,Muy buena experiencia,2025-07-24
R004192,O004192,2,Podría mejorar,2024-01-29
R004193,O004193,2,,2026-02-01
R004195,O004195,5,Muy buena experiencia,2024-08-09
R004196,O004196,5,Excelente producto,2025-11-05
R004197,O004197,5,Excelente producto,2025-11-09
R004200,O004200,5,Excelente producto,2026-06-13
R004201,O004201,4,Todo bien,2024-02-27
R004202,O004202,4,Todo bien,2024-11-16
R004204,O004204,5,Llegó perfecto,2025-10-09
R004205,O004205,5,,2026-03-26
R004206,O004206,4,Recomendado,2025-02-02
R004207,O004207,3,Cumple lo esperado,2025-02-05
R004208,O004208,2,Demora excesiva,2026-05-10
R004209,O004209,5,,2024-07-16
R004210,O004210,4,Todo bien,2026-06-08
R004212,O004212,3,Cumple lo esperado,2025-06-09
R004213,O004213,3,Experiencia normal,2024-04-11
R004214,O004214,4,,2024-05-26
R004216,O004216,1,Muy mala experiencia,2024-03-05
R004217,O004217,2,Producto regular,2024-02-08
R004218,O004218,5,,2025-10-01
R004219,O004219,1,Producto llegó tarde,2026-05-13
R004220,O004220,4,Recomendado,2026-03-13
R004222,O004222,2,Producto regular,2024-10-19
R004223,O004223,4,Buena compra,2024-04-30
R004224,O004224,3,Cumple lo esperado,2025-01-28
R004225,O004225,5,,2024-01-18
R004226,O004226,2,Podría mejorar,2026-07-11
R004227,O004227,1,Producto llegó tarde,2024-05-12
R004228,O004228,2,Podría mejorar,2025-05-05
R004230,O004230,4,Todo bien,2024-03-03
R004231,O004231,1,Producto llegó tarde,2025-03-19
R004232,O004232,2,,2025-09-27
R004233,O004233,1,Producto llegó tarde,2024-11-05
R004234,O004234,3,Aceptable,2025-04-25
R004236,O004236,4,,2024-12-18
R004237,O004237,5,Llegó perfecto,2024-11-01
R004238,O004238,4,Buena compra,2025-03-06
R004239,O004239,5,Muy buena experiencia,2024-02-19
R004240,O004240,5,Excelente producto,2025-12-13
R004242,O004242,5,Llegó perfecto,2025-12-23
R004246,O004246,1,Muy mala experiencia,2024-09-28
R004247,O004247,4,Recomendado,2025-01-19
R004249,O004249,2,Demora excesiva,2025-06-17
R004250,O004250,4,Recomendado,2024-12-20
R004252,O004252,4,Todo bien,2024-09-20
R004253,O004253,5,Muy buena experiencia,2024-12-18
R004254,O004254,2,Producto regular,2025-06-03
R004255,O004255,5,Excelente producto,2026-06-08
R004256,O004256,5,Muy buena experiencia,2024-05-29
R004257,O004257,1,Producto llegó tarde,2024-11-10
R004258,O004258,4,Todo bien,2025-04-03
R004263,O004263,5,Muy buena experiencia,2025-05-31
R004265,O004265,5,,2025-01-09
R004266,O004266,5,Excelente producto,2026-03-19
R004267,O004267,5,Llegó perfecto,2024-04-13
R004269,O004269,5,Excelente producto,2025-05-10
R004270,O004270,5,Muy buena experiencia,2024-09-30
R004271,O004271,4,Todo bien,2024-06-16
R004272,O004272,2,Podría mejorar,2024-05-13
R004273,O004273,4,Todo bien,2024-12-24
R004274,O004274,2,Podría mejorar,2025-11-02
R004275,O004275,5,Muy buena experiencia,2026-03-29
R004276,O004276,2,Podría mejorar,2024-12-24
R004277,O004277,5,Muy buena experiencia,2024-04-11
R004278,O004278,3,Cumple lo esperado,2025-07-27
R004281,O004281,1,Muy mala experiencia,2026-04-03
R004283,O004283,2,,2026-03-01
R004284,O004284,5,Muy buena experiencia,2026-04-09
R004287,O004287,5,Llegó perfecto,2025-09-18
R004288,O004288,3,,2025-03-01
R004291,O004291,5,Muy buena experiencia,2024-07-10
R004294,O004294,4,Recomendado,2025-02-08
R004295,O004295,1,No lo recomiendo,2024-11-24
R004297,O004297,4,Todo bien,2025-01-21
R004298,O004298,1,Muy mala experiencia,2024-02-12
R004299,O004299,1,Muy mala experiencia,2024-08-19
R004300,O004300,5,Llegó perfecto,2025-06-18
R004301,O004301,5,Excelente producto,2024-07-27
R004303,O004303,1,Muy mala experiencia,2026-02-08
R004305,O004305,5,Excelente producto,2024-08-19
R004306,O004306,5,Llegó perfecto,2024-06-18
R004308,O004308,4,Todo bien,2024-08-09
R004311,O004311,2,Podría mejorar,2024-08-01
R004312,O004312,4,Todo bien,2024-12-04
R004313,O004313,4,Recomendado,2025-12-20
R004314,O004314,5,Muy buena experiencia,2025-06-20
R004315,O004315,4,Buena compra,2024-12-10
R004317,O004317,3,Experiencia normal,2026-04-12
R004319,O004319,1,,2025-05-27
R004320,O004320,5,Muy buena experiencia,2025-08-14
R004321,O004321,2,Demora excesiva,2025-02-09
R004322,O004322,3,Experiencia normal,2024-11-30
R004323,O004323,5,Excelente producto,2025-07-12
R004324,O004324,3,Experiencia normal,2024-09-21
R004325,O004325,4,Recomendado,2025-01-23
R004326,O004326,1,No lo recomiendo,2024-10-30
R004327,O004327,3,Aceptable,2025-07-09
R004328,O004328,4,Todo bien,2025-07-25
R004329,O004329,4,Buena compra,2025-05-29
R004330,O004330,4,Todo bien,2024-04-08
R004332,O004332,2,Producto regular,2024-11-22
R004334,O004334,2,Podría mejorar,2026-03-09
R004336,O004336,3,Aceptable,2025-12-10
R004337,O004337,5,Muy buena experiencia,2024-12-01
R004338,O004338,4,Todo bien,2025-03-30
R004340,O004340,4,Buena compra,2025-03-11
R004341,O004341,4,Buena compra,2025-12-09
R004342,O004342,5,Llegó perfecto,2024-12-29
R004343,O004343,1,No lo recomiendo,2025-10-29
R004344,O004344,5,Llegó perfecto,2024-08-16
R004345,O004345,5,Muy buena experiencia,2025-05-15
R004347,O004347,2,Podría mejorar,2024-11-29
R004348,O004348,5,Excelente producto,2026-02-19
R004349,O004349,5,Llegó perfecto,2025-05-09
R004351,O004351,5,Llegó perfecto,2025-11-29
R004352,O004352,1,,2025-08-28
R004354,O004354,4,Buena compra,2024-12-31
R004355,O004355,3,Experiencia normal,2025-03-25
R004356,O004356,3,Cumple lo esperado,2025-06-09
R004357,O004357,5,Excelente producto,2025-04-08
R004358,O004358,2,Podría mejorar,2025-12-07
R004359,O004359,5,Llegó perfecto,2024-12-19
R004360,O004360,5,,2025-12-09
R004361,O004361,2,Demora excesiva,2024-09-16
R004362,O004362,4,Buena compra,2024-03-12
R004363,O004363,5,Llegó perfecto,2025-12-22
R004365,O004365,5,Muy buena experiencia,2026-03-10
R004367,O004367,5,Excelente producto,2024-11-20
R004369,O004369,3,Aceptable,2026-06-28
R004371,O004371,5,Excelente producto,2024-10-23
R004372,O004372,5,Llegó perfecto,2024-01-24
R004375,O004375,3,Aceptable,2025-04-03
R004376,O004376,4,Todo bien,2024-11-20
R004378,O004378,5,Muy buena experiencia,2024-10-27
R004381,O004381,5,Muy buena experiencia,2025-11-18
R004382,O004382,5,Excelente producto,2024-12-19
R004383,O004383,3,Experiencia normal,2025-02-17
R004384,O004384,5,Muy buena experiencia,2025-04-17
R004385,O004385,2,Demora excesiva,2024-02-06
R004386,O004386,4,Recomendado,2024-11-13
R004387,O004387,4,Todo bien,2024-05-24
R004388,O004388,1,Producto llegó tarde,2026-06-13
R004390,O004390,1,,2024-02-23
R004391,O004391,3,Aceptable,2024-01-31
R004392,O004392,5,,2025-12-16
R004393,O004393,5,Excelente producto,2024-12-25
R004394,O004394,3,Aceptable,2024-08-01
R004395,O004395,5,Muy buena experiencia,2024-03-11
R004397,O004397,4,Buena compra,2024-10-30
R004398,O004398,5,Llegó perfecto,2024-05-19
R004399,O004399,4,Todo bien,2024-12-20
R004400,O004400,5,Muy buena experiencia,2024-06-21
R004401,O004401,2,Demora excesiva,2026-02-12
R004402,O004402,2,Producto regular,2024-02-03
R004403,O004403,1,Muy mala experiencia,2025-11-08
R004404,O004404,4,,2025-05-14
R004405,O004405,5,Llegó perfecto,2025-01-23
R004408,O004408,4,Recomendado,2025-08-13
R004409,O004409,4,Buena compra,2025-01-25
R004410,O004410,4,,2026-04-11
R004411,O004411,5,Llegó perfecto,2025-12-29
R004412,O004412,2,Producto regular,2024-12-26
R004415,O004415,4,Buena compra,2025-04-23
R004416,O004416,5,Llegó perfecto,2024-12-04
R004417,O004417,1,Producto llegó tarde,2024-03-13
R004419,O004419,5,Muy buena experiencia,2026-01-31
R004420,O004420,1,Producto llegó tarde,2025-06-18
R004421,O004421,5,Excelente producto,2024-09-01
R004422,O004422,2,Producto regular,2025-01-26
R004424,O004424,4,Recomendado,2026-03-22
R004425,O004425,5,Muy buena experiencia,2025-02-15
R004426,O004426,5,Excelente producto,2024-05-11
R004428,O004428,1,Producto llegó tarde,2025-04-15
R004429,O004429,2,Producto regular,2025-04-01
R004431,O004431,5,,2025-06-25
R004432,O004432,5,Excelente producto,2025-01-07
R004434,O004434,5,Excelente producto,2025-10-10
R004435,O004435,2,Producto regular,2025-07-20
R004436,O004436,5,Excelente producto,2025-10-15
R004437,O004437,2,Podría mejorar,2024-07-30
R004438,O004438,5,Llegó perfecto,2024-05-10
R004440,O004440,5,Llegó perfecto,2024-08-07
R004441,O004441,5,Llegó perfecto,2026-03-20
R004442,O004442,5,Llegó perfecto,2024-08-27
R004444,O004444,4,Buena compra,2026-06-25
R004446,O004446,5,Excelente producto,2025-06-05
R004447,O004447,1,Producto llegó tarde,2025-09-29
R004448,O004448,2,Demora excesiva,2025-09-26
R004449,O004449,4,,2025-09-17
R004450,O004450,5,Llegó perfecto,2025-09-26
R004453,O004453,4,Todo bien,2024-04-15
R004454,O004454,1,Producto llegó tarde,2024-03-19
R004455,O004455,5,Muy buena experiencia,2025-03-08
R004456,O004456,2,Producto regular,2025-06-20
R004457,O004457,5,,2026-04-25
R004459,O004459,5,,2024-08-11
R004460,O004460,5,Excelente producto,2024-05-12
R004461,O004461,4,,2025-09-03
R004462,O004462,5,Llegó perfecto,2025-06-27
R004463,O004463,2,Podría mejorar,2024-03-14
R004464,O004464,4,Todo bien,2024-08-23
R004465,O004465,2,Podría mejorar,2025-06-16
R004468,O004468,2,Producto regular,2026-03-08
R004470,O004470,4,Buena compra,2025-05-16
R004471,O004471,5,Muy buena experiencia,2025-09-07
R004472,O004472,5,,2025-12-02
R004473,O004473,1,Muy mala experiencia,2025-01-25
R004474,O004474,3,,2026-05-27
R004475,O004475,5,Muy buena experiencia,2026-06-06
R004476,O004476,5,Excelente producto,2024-11-12
R004479,O004479,3,Cumple lo esperado,2025-12-16
R004482,O004482,5,,2026-06-15
R004483,O004483,4,Recomendado,2024-09-05
R004484,O004484,5,Muy buena experiencia,2026-06-23
R004486,O004486,4,Todo bien,2024-06-07
R004487,O004487,4,Todo bien,2024-09-28
R004489,O004489,2,Demora excesiva,2025-07-14
R004490,O004490,4,Recomendado,2024-09-20
R004491,O004491,5,Excelente producto,2024-05-03
R004493,O004493,4,,2025-05-23
R004494,O004494,5,,2024-06-05
R004495,O004495,1,Producto llegó tarde,2024-03-22
R004496,O004496,3,Cumple lo esperado,2024-07-13
R004497,O004497,4,Recomendado,2024-06-27
R004498,O004498,5,Muy buena experiencia,2025-05-24
R004499,O004499,5,Llegó perfecto,2025-07-12
R004501,O004501,1,Producto llegó tarde,2024-12-05
R004503,O004503,5,Llegó perfecto,2024-12-16
R004505,O004505,4,Todo bien,2025-08-03
R004507,O004507,5,Muy buena experiencia,2024-09-29
R004510,O004510,2,Demora excesiva,2025-04-28
R004511,O004511,4,Todo bien,2025-07-29
R004512,O004512,3,Experiencia normal,2024-05-22
R004513,O004513,5,Muy buena experiencia,2024-07-08
R004514,O004514,5,,2025-07-21
R004515,O004515,3,Experiencia normal,2025-07-10
R004516,O004516,5,Muy buena experiencia,2025-04-02
R004517,O004517,4,Recomendado,2026-06-04
R004518,O004518,4,Todo bien,2025-06-07
R004520,O004520,1,Muy mala experiencia,2024-11-30
R004522,O004522,5,Llegó perfecto,2025-12-13
R004524,O004524,1,Producto llegó tarde,2025-01-14
R004525,O004525,5,Muy buena experiencia,2026-03-26
R004527,O004527,4,Buena compra,2026-02-02
R004529,O004529,5,Muy buena experiencia,2025-02-03
R004530,O004530,4,Todo bien,2025-01-15
R004534,O004534,4,Recomendado,2026-01-03
R004535,O004535,4,Buena compra,2024-05-18
R004536,O004536,2,Podría mejorar,2024-02-15
R004537,O004537,5,Llegó perfecto,2024-12-06
R004538,O004538,4,,2024-04-02
R004539,O004539,4,Todo bien,2026-04-06
R004540,O004540,5,,2024-03-04
R004541,O004541,1,Producto llegó tarde,2025-05-17
R004542,O004542,5,Llegó perfecto,2024-03-30
R004543,O004543,1,No lo recomiendo,2024-04-11
R004544,O004544,5,Muy buena experiencia,2025-01-15
R004545,O004545,5,Llegó perfecto,2025-07-21
R004546,O004546,4,Todo bien,2025-11-08
R004547,O004547,4,Buena compra,2025-05-17
R004549,O004549,4,Recomendado,2026-03-31
R004551,O004551,4,Recomendado,2025-05-30
R004552,O004552,4,Buena compra,2025-07-13
R004553,O004553,4,Todo bien,2025-04-06
R004554,O004554,3,Aceptable,2025-11-25
R004555,O004555,4,Recomendado,2024-09-09
R004556,O004556,5,Excelente producto,2025-12-03
R004558,O004558,2,Demora excesiva,2024-07-20
R004561,O004561,2,,2024-01-27
R004562,O004562,4,Buena compra,2024-04-21
R004564,O004564,5,Excelente producto,2025-09-29
R004565,O004565,1,Producto llegó tarde,2025-04-24
R004566,O004566,4,Buena compra,2024-08-09
R004567,O004567,4,Todo bien,2024-11-27
R004568,O004568,3,Cumple lo esperado,2025-02-14
R004569,O004569,5,Excelente producto,2024-09-09
R004571,O004571,2,Producto regular,2026-04-21
R004572,O004572,4,,2024-07-19
R004574,O004574,5,Llegó perfecto,2025-02-05
R004575,O004575,5,Muy buena experiencia,2025-05-05
R004576,O004576,1,,2026-04-24
R004579,O004579,4,Recomendado,2025-08-16
R004580,O004580,5,,2025-09-01
R004581,O004581,4,Buena compra,2025-07-19
R004582,O004582,5,,2024-09-14
R004583,O004583,5,Muy buena experiencia,2024-01-20
R004587,O004587,4,Recomendado,2025-11-28
R004590,O004590,5,Llegó perfecto,2025-08-01
R004592,O004592,5,Excelente producto,2024-08-27
R004594,O004594,3,,2025-02-14
R004596,O004596,4,Buena compra,2024-12-19
R004598,O004598,4,Recomendado,2024-01-25
R004599,O004599,5,Muy buena experiencia,2024-04-13
R004600,O004600,5,,2024-02-16
R004601,O004601,5,Muy buena experiencia,2026-04-25
R004602,O004602,5,Muy buena experiencia,2026-01-30
R004603,O004603,5,Llegó perfecto,2026-05-21
R004606,O004606,3,Aceptable,2025-01-20
R004607,O004607,3,Aceptable,2025-08-26
R004608,O004608,4,,2025-01-25
R004609,O004609,1,Muy mala experiencia,2025-09-13
R004610,O004610,4,Todo bien,2026-07-09
R004614,O004614,1,No lo recomiendo,2025-01-12
R004616,O004616,5,Excelente producto,2025-10-11
R004617,O004617,2,Producto regular,2026-07-10
R004618,O004618,2,Producto regular,2026-03-25
R004620,O004620,2,Demora excesiva,2024-11-25
R004621,O004621,5,Excelente producto,2024-05-25
R004622,O004622,5,Llegó perfecto,2025-07-04
R004623,O004623,5,Excelente producto,2024-04-15
R004625,O004625,1,Muy mala experiencia,2026-01-05
R004626,O004626,4,Recomendado,2026-07-03
R004627,O004627,5,Excelente producto,2024-07-31
R004628,O004628,2,Podría mejorar,2024-08-21
R004630,O004630,2,,2024-12-13
R004631,O004631,2,Demora excesiva,2026-02-21
R004632,O004632,2,Producto regular,2025-11-14
R004634,O004634,3,Cumple lo esperado,2025-04-19
R004635,O004635,5,Muy buena experiencia,2024-12-30
R004636,O004636,5,Llegó perfecto,2025-07-11
R004637,O004637,4,Todo bien,2025-01-25
R004638,O004638,5,Llegó perfecto,2024-12-23
R004639,O004639,2,Demora excesiva,2024-09-29
R004640,O004640,4,Todo bien,2025-09-24
R004642,O004642,3,Cumple lo esperado,2024-12-24
R004643,O004643,4,Todo bien,2025-02-17
R004644,O004644,4,Buena compra,2026-02-18
R004646,O004646,4,Todo bien,2025-12-02
R004649,O004649,4,Buena compra,2025-01-23
R004650,O004650,2,Producto regular,2024-02-19
R004651,O004651,1,No lo recomiendo,2024-08-10
R004652,O004652,4,Todo bien,2025-12-25
R004653,O004653,5,Muy buena experiencia,2024-08-07
R004654,O004654,4,,2025-08-07
R004655,O004655,5,Llegó perfecto,2025-05-19
R004656,O004656,3,Aceptable,2025-08-05
R004657,O004657,5,Llegó perfecto,2025-04-03
R004663,O004663,1,Producto llegó tarde,2025-11-13
R004664,O004664,4,Buena compra,2025-01-17
R004665,O004665,4,Todo bien,2025-10-16
R004667,O004667,5,Llegó perfecto,2024-06-17
R004668,O004668,5,Excelente producto,2025-09-06
R004670,O004670,1,,2024-04-22
R004671,O004671,4,,2024-11-05
R004672,O004672,5,Muy buena experiencia,2024-08-09
R004673,O004673,4,Todo bien,2024-09-16
R004674,O004674,1,No lo recomiendo,2025-07-05
R004675,O004675,2,Demora excesiva,2025-05-28
R004676,O004676,4,Buena compra,2026-04-01
R004677,O004677,5,Muy buena experiencia,2025-08-29
R004678,O004678,5,,2026-04-20
R004679,O004679,5,Llegó perfecto,2025-02-04
R004680,O004680,5,Llegó perfecto,2024-03-18
R004685,O004685,5,Excelente producto,2024-03-27
R004686,O004686,5,Llegó perfecto,2026-02-20
R004687,O004687,5,Llegó perfecto,2025-09-19
R004688,O004688,1,Muy mala experiencia,2025-02-13
R004689,O004689,4,Todo bien,2025-10-17
R004690,O004690,5,,2024-11-24
R004691,O004691,5,,2026-04-28
R004693,O004693,4,Todo bien,2025-10-21
R004694,O004694,5,Excelente producto,2024-09-17
R004695,O004695,5,Llegó perfecto,2025-11-24
R004697,O004697,5,Llegó perfecto,2026-07-12
R004698,O004698,2,Podría mejorar,2026-01-12
R004699,O004699,2,,2026-01-15
R004703,O004703,3,Cumple lo esperado,2024-05-19
R004704,O004704,3,Aceptable,2025-06-08
R004705,O004705,5,Excelente producto,2025-10-24
R004707,O004707,1,No lo recomiendo,2024-09-28
R004710,O004710,5,,2025-01-06
R004711,O004711,5,Muy buena experiencia,2024-09-24
R004712,O004712,5,,2025-04-27
R004713,O004713,3,Cumple lo esperado,2024-09-25
R004715,O004715,4,Todo bien,2025-12-29
R004716,O004716,4,Buena compra,2026-01-22
R004718,O004718,4,,2026-01-16
R004719,O004719,3,Aceptable,2024-06-07
R004721,O004721,3,Aceptable,2025-04-27
R004723,O004723,5,Llegó perfecto,2024-04-18
R004724,O004724,5,Llegó perfecto,2025-11-13
R004725,O004725,4,Recomendado,2024-02-18
R004727,O004727,2,Demora excesiva,2025-03-11
R004728,O004728,5,Excelente producto,2024-04-01
R004729,O004729,4,,2026-02-04
R004730,O004730,5,Llegó perfecto,2025-04-19
R004731,O004731,4,,2026-06-13
R004732,O004732,4,Buena compra,2024-11-30
R004734,O004734,1,Muy mala experiencia,2024-01-15
R004735,O004735,4,Todo bien,2025-11-18
R004736,O004736,4,Todo bien,2024-08-12
R004739,O004739,1,Muy mala experiencia,2025-01-28
R004740,O004740,5,Llegó perfecto,2024-10-05
R004741,O004741,5,Muy buena experiencia,2024-12-26
R004742,O004742,2,Producto regular,2024-08-07
