order_id,customer_id,purchase_datetime,status,estimated_delivery_datetime,delivered_datetime
O004417,C02243,2024-02-28 22:57:35,returned,2024-03-04 22:57:35,2024-03-05 22:57:35
O004418,C00424,2024-10-17 02:48:23,processing,2024-10-23 02:48:23,
O004419,C00196,2026-01-11 17:31:47,delivered,2026-01-21 17:31:47,2026-01-18 17:31:47
O004420,C00936,2025-05-30 22:33:55,returned,2025-06-01 22:33:55,2025-06-09 22:33:55
O004421,C00337,2024-08-19 10:38:22,delivered,2024-08-30 10:38:22,2024-08-21 10:38:22
O004422,C00440,2025-01-09 12:15:04,delivered,2025-01-19 12:15:04,2025-01-16 12:15:04
O004423,C00322,2024-10-23 11:02:06,delivered,2024-10-29 11:02:06,2024-11-02 11:02:06
O004424,C01014,2026-03-02 08:46:05,delivered,2026-03-14 08:46:05,2026-03-04 08:46:05
O004425,C02020,2025-01-29 08:45:21,delivered,2025-02-05 08:45:21,2025-02-03 08:45:21
O004426,C00404,2024-05-02 16:11:18,delivered,2024-05-09 16:11:18,2024-05-04 16:11:18
O004427,C00704,2025-10-24 15:34:56,delivered,2025-10-30 15:34:56,2025-10-29 15:34:56
O004428,C00070,2025-03-28 03:44:54,delivered,2025-04-01 03:44:54,2025-04-05 03:44:54
O004429,C01942,2025-03-22 01:59:32,delivered,2025-03-26 01:59:32,2025-03-28 01:59:32
O004430,C00472,2025-05-31 09:46:54,cancelled,2025-06-09 09:46:54,
O004431,C01244,2025-06-20 13:07:18,delivered,2025-06-29 13:07:18,2025-06-26 13:07:18
O004432,C00121,2024-12-22 22:17:41,delivered,2024-12-31 22:17:41,2024-12-25 22:17:41
O004433,C01801,2026-03-28 16:50:28,processing,2026-04-07 16:50:28,
O004434,C02098,2025-09-29 00:36:56,delivered,2025-10-09 00:36:56,2025-10-04 00:36:56
O004435,C00722,2025-07-03 17:22:40,delivered,2025-07-14 17:22:40,2025-07-09 17:22:40
O004436,C00215,2025-10-12 08:07:24,delivered,2025-10-17 08:07:24,2025-10-19 08:07:24
O004437,C00029,2024-07-16 13:56:12,delivered,2024-07-28 13:56:12,2024-07-22 13:56:12
O004438,C00126,2024-05-07 10:11:46,delivered,2024-05-17 10:11:46,2024-05-13 10:11:46
O004439,C01908,2024-01-13 00:03:05,shipped,2024-01-20 00:03:05,
O004440,C01983,2024-07-20 19:03:54,delivered,2024-07-26 19:03:54,2024-07-27 19:03:54
O004441,C01251,2026-03-16 21:20:47,delivered,2026-03-27 21:20:47,2026-03-18 21:20:47
O004442,C02049,2024-08-08 15:58:44,delivered,2024-08-20 15:58:44,2024-08-13 15:58:44
O004443,C00789,2024-10-13 00:47:36,delivered,2024-10-24 00:47:36,2024-10-22 00:47:36
O004444,C00454,2026-06-06 14:54:06,delivered,2026-06-12 14:54:06,2026-06-08 14:54:06
O004445,C01035,2025-05-19 22:07:09,delivered,2025-05-23 22:07:09,2025-05-20 22:07:09
O004446,C02416,2025-05-17 02:24:07,delivered,2025-05-25 02:24:07,2025-05-22 02:24:07
O004447,C01867,2025-09-13 23:14:36,delivered,2025-09-15 23:14:36,2025-09-18 23:14:36
O004448,C00186,2025-09-15 07:48:22,returned,2025-09-26 07:48:22,2025-09-22 07:48:22
O004449,C00436,2025-09-04 00:36:25,delivered,2025-09-13 00:36:25,2025-09-14 00:36:25
O004450,C00207,2025-09-08 01:04:56,delivered,2025-09-10 01:04:56,2025-09-10 01:04:56
O004451,C00607,2025-12-31 02:11:45,returned,2026-01-04 02:11:45,2026-01-05 02:11:45
O004452,C01071,2025-08-20 13:07:46,cancelled,2025-08-30 13:07:46,
O004453,C00630,2024-03-30 13:36:22,delivered,2024-04-11 13:36:22,2024-04-05 13:36:22
O004454,C00202,2024-03-01 22:52:36,delivered,2024-03-04 22:52:36,2024-03-07 22:52:36
O004455,C01972,2025-02-27 11:30:06,delivered,2025-03-08 11:30:06,2025-03-08 11:30:06
O004456,C01199,2025-06-13 13:55:13,returned,2025-06-16 13:55:13,2025-06-23 13:55:13
O004457,C01346,2026-04-12 17:59:55,delivered,2026-04-18 17:59:55,2026-04-18 17:59:55
O004458,C00943,2025-08-20 06:57:32,shipped,2025-08-26 06:57:32,
O004459,C00312,2024-07-30 02:25:16,delivered,2024-08-10 02:25:16,2024-08-07 02:25:16
O004460,C00611,2024-04-28 05:05:45,delivered,2024-05-02 05:05:45,2024-05-02 05:05:45
O004461,C01635,2025-08-27 20:02:38,delivered,2025-09-03 20:02:38,2025-08-30 20:02:38
O004462,C02180,2025-06-19 05:04:34,delivered,2025-06-26 05:04:34,2025-06-22 05:04:34
O004463,C00296,2024-03-11 11:30:11,returned,2024-03-20 11:30:11,2024-03-14 11:30:11
O004464,C00856,2024-08-09 04:48:37,delivered,2024-08-19 04:48:37,2024-08-12 04:48:37
O004465,C02391,2025-06-06 09:11:49,returned,2025-06-10 09:11:49,2025-06-14 09:11:49
O004466,C01961,2026-02-20 02:54:18,cancelled,2026-02-26 02:54:18,
O004467,C01614,2025-02-25 00:37:10,delivered,2025-02-28 00:37:10,2025-03-03 00:37:10
O004468,C00334,2026-03-04 05:58:35,delivered,2026-03-10 05:58:35,2026-03-11 05:58:35
O004469,C02386,2026-02-16 20:32:12,cancelled,2026-02-27 20:32:12,
O004470,C00491,2025-05-01 01:09:38,delivered,2025-05-04 01:09:38,2025-05-09 01:09:38
O004471,C02460,2025-08-18 20:20:20,delivered,2025-08-27 20:20:20,2025-08-24 20:20:20
O004472,C01967,2025-11-29 13:13:41,delivered,2025-12-10 13:13:41,2025-12-03 13:13:41
O004473,C02379,2025-01-15 22:01:01,returned,2025-01-22 22:01:01,2025-01-25 22:01:01
O004474,C02464,2026-05-14 13:48:54,delivered,2026-05-20 13:48:54,2026-05-23 13:48:54
O004475,C01471,2026-05-28 08:35:54,delivered,2026-06-03 08:35:54,2026-05-31 08:35:54
O004476,C01217,2024-11-01 11:50:44,delivered,2024-11-08 11:50:44,2024-11-06 11:50:44
O004477,C02267,2025-12-17 21:31:00,processing,2025-12-27 21:31:00,
O004478,C01244,2026-06-11 12:25:12,shipped,2026-06-21 12:25:12,
O004479,C01643,2025-11-26 06:29:11,delivered,2025-11-30 06:29:11,2025-11-27 06:29:11
O004480,C00346,2025-08-15 05:40:01,delivered,2025-08-22 05:40:01,2025-08-18 05:40:01
O004481,C01056,2025-04-15 10:58:28,processing,2025-04-20 10:58:28,
O004482,C00694,2026-05-29 16:17:58,delivered,2026-06-03 16:17:58,2026-06-03 16:17:58
O004483,C00258,2024-08-21 12:32:07,delivered,2024-08-29 12:32:07,2024-08-22 12:32:07
O004484,C00370,2026-06-05 12:06:05,delivered,2026-06-17 12:06:05,2026-06-10 12:06:05
O004485,C01047,2024-12-08 19:48:54,shipped,2024-12-12 19:48:54,
O004486,C00016,2024-05-31 10:38:35,delivered,2024-06-02 10:38:35,2024-06-05 10:38:35
O004487,C02295,2024-09-08 16:57:06,delivered,2024-09-15 16:57:06,2024-09-17 16:57:06
O004488,C01369,2025-10-07 07:15:27,shipped,2025-10-12 07:15:27,
O004489,C02380,2025-07-08 09:54:47,delivered,2025-07-11 09:54:47,2025-07-15 09:54:47
O004490,C00423,2024-09-09 04:04:00,delivered,2024-09-12 04:04:00,2024-09-11 04:04:00
O004491,C02129,2024-04-30 20:13:05,delivered,2024-05-12 20:13:05,2024-05-06 20:13:05
O004492,C00940,2025-05-19 11:10:45,delivered,2025-05-21 11:10:45,2025-05-24 11:10:45
O004493,C01727,2025-05-19 07:32:04,delivered,2025-05-29 07:32:04,2025-05-27 07:32:04
O004494,C01588,2024-05-26 15:51:05,delivered,2024-06-03 15:51:05,2024-06-02 15:51:05
O004495,C00197,2024-03-08 04:13:57,returned,2024-03-16 04:13:57,2024-03-17 04:13:57
O004496,C02423,2024-07-01 07:10:10,delivered,2024-07-04 07:10:10,2024-07-06 07:10:10
O004497,C02353,2024-06-21 02:06:03,delivered,2024-07-01 02:06:03,2024-06-28 02:06:03
O004498,C00464,2025-05-19 11:39:39,delivered,2025-05-29 11:39:39,2025-05-26 11:39:39
O004499,C01362,2025-06-26 06:49:15,delivered,2025-07-05 06:49:15,2025-07-02 06:49:15
O004500,C02477,2025-09-30 15:46:02,processing,2025-10-12 15:46:02,
O004501,C02088,2024-11-19 20:33:36,returned,2024-11-26 20:33:36,2024-11-24 20:33:36
O004502,C02052,2025-11-20 06:29:03,shipped,2025-11-22 06:29:03,
O004503,C01636,2024-12-12 23:06:54,delivered,2024-12-19 23:06:54,2024-12-19 23:06:54
O004504,C01361,2026-05-11 10:46:33,delivered,2026-05-14 10:46:33,2026-05-21 10:46:33
O004505,C01305,2025-07-21 17:55:47,delivered,2025-07-28 17:55:47,2025-07-30 17:55:47
O004506,C00550,2024-04-28 09:55:08,processing,2024-05-10 09:55:08,
O004507,C01780,2024-09-12 17:00:07,delivered,2024-09-19 17:00:07,2024-09-14 17:00:07
O004508,C00966,2024-04-24 04:45:12,shipped,2024-04-29 04:45:12,
O004509,C00957,2024-07-31 17:11:00,cancelled,2024-08-10 17:11:00,
O004510,C01528,2025-04-23 17:34:32,delivered,2025-04-28 17:34:32,2025-05-06 17:34:32
O004511,C00668,2025-07-16 22:17:11,delivered,2025-07-24 22:17:11,2025-07-17 22:17:11
O004512,C00159,2024-05-16 10:15:08,delivered,2024-05-27 10:15:08,2024-05-24 10:15:08
O004513,C00365,2024-06-26 11:40:06,delivered,2024-07-01 11:40:06,2024-06-28 11:40:06
O004514,C02278,2025-07-14 02:43:23,delivered,2025-07-24 02:43:23,2025-07-23 02:43:23
O004515,C00110,2025-06-20 22:06:24,delivered,2025-07-01 22:06:24,2025-06-27 22:06:24
O004516,C00631,2025-03-24 22:24:54,delivered,2025-04-05 22:24:54,2025-03-26 22:24:54
O004517,C01448,2026-05-25 05:35:26,delivered,2026-05-31 05:35:26,2026-05-30 05:35:26
O004518,C00713,2025-05-25 07:27:59,delivered,2025-06-04 07:27:59,2025-05-29 07:27:59
O004519,C01708,2026-02-19 03:47:04,shipped,2026-02-24 03:47:04,
O004520,C00178,2024-11-17 10:16:11,delivered,2024-11-19 10:16:11,2024-11-23 10:16:11
O004521,C00233,2026-06-15 06:45:49,delivered,2026-06-18 06:45:49,2026-06-19 06:45:49
O004522,C00145,2025-11-28 11:38:26,delivered,2025-12-04 11:38:26,2025-12-05 11:38:26
O004523,C00361,2025-08-24 12:55:23,delivered,2025-08-26 12:55:23,2025-08-31 12:55:23
O004524,C00804,2024-12-26 21:11:46,delivered,2025-01-02 21:11:46,2025-01-01 21:11:46
O004525,C02137,2026-03-21 18:55:24,delivered,2026-03-30 18:55:24,2026-03-24 18:55:24
O004526,C00722,2024-11-02 10:42:13,delivered,2024-11-07 10:42:13,2024-11-12 10:42:13
O004527,C01977,2026-01-16 14:26:33,delivered,2026-01-19 14:26:33,2026-01-19 14:26:33
O004528,C00966,2025-10-02 04:01:36,delivered,2025-10-08 04:01:36,2025-10-06 04:01:36
O004529,C01970,2025-01-15 12:13:53,delivered,2025-01-27 12:13:53,2025-01-23 12:13:53
O004530,C01584,2025-01-07 13:11:46,delivered,2025-01-16 13:11:46,2025-01-14 13:11:46
O004531,C01517,2024-08-01 00:53:38,cancelled,2024-08-12 00:53:38,
O004532,C00424,2024-01-17 01:43:28,delivered,2024-01-21 01:43:28,2024-01-18 01:43:28
O004533,C01025,2025-07-15 17:32:14,shipped,2025-07-23 17:32:14,
O004534,C01606,2025-12-20 13:48:45,delivered,2025-12-27 13:48:45,2025-12-24 13:48:45
O004535,C01025,2024-05-13 01:20:13,delivered,2024-05-21 01:20:13,2024-05-18 01:20:13
O004536,C02368,2024-02-05 15:39:48,delivered,2024-02-13 15:39:48,2024-02-16 15:39:48
O004537,C01534,2024-11-22 04:57:04,delivered,2024-11-26 04:57:04,2024-11-26 04:57:04
O004538,C01206,2024-03-15 13:55:43,delivered,2024-03-25 13:55:43,2024-03-17 13:55:43
O004539,C02141,2026-04-02 11:48:47,delivered,2026-04-05 11:48:47,2026-04-03 11:48:47
O004540,C01664,2024-03-01 17:29:15,delivered,2024-03-11 17:29:15,2024-03-10 17:29:15
O004541,C00395,2025-05-12 23:57:34,delivered,2025-05-14 23:57:34,2025-05-19 23:57:34
O004542,C01872,2024-03-12 21:05:58,delivered,2024-03-18 21:05:58,2024-03-18 21:05:58
O004543,C00113,2024-03-25 11:23:20,delivered,2024-04-05 11:23:20,2024-04-02 11:23:20
O004544,C01725,2025-01-04 02:06:42,delivered,2025-01-13 02:06:42,2025-01-08 02:06:42
O004545,C00022,2025-07-03 16:27:47,delivered,2025-07-12 16:27:47,2025-07-08 16:27:47
O004546,C01296,2025-11-02 08:22:06,delivered,2025-11-08 08:22:06,2025-11-09 08:22:06
O004547,C00765,2025-05-10 13:55:49,delivered,2025-05-16 13:55:49,2025-05-16 13:55:49
O004548,C02441,2024-06-15 02:02:19,cancelled,2024-06-19 02:02:19,
O004549,C01486,2026-03-19 02:55:37,delivered,,2026-03-20 02:55:37
O004550,C02434,2025-08-23 18:06:14,shipped,2025-09-03 18:06:14,
O004551,C00312,2025-05-21 04:35:48,delivered,2025-05-30 04:35:48,2025-05-30 04:35:48
O004552,C01929,2025-07-01 03:16:18,delivered,2025-07-09 03:16:18,2025-07-03 03:16:18
O004553,C00077,2025-03-17 23:30:37,delivered,2025-03-29 23:30:37,2025-03-22 23:30:37
O004554,C01653,2025-11-10 08:52:08,delivered,2025-11-14 08:52:08,2025-11-20 08:52:08
O004555,C00064,2024-08-23 16:17:10,delivered,2024-08-29 16:17:10,2024-08-25 16:17:10
O004556,C00737,2025-11-26 17:29:57,delivered,2025-12-06 17:29:57,2025-12-01 17:29:57
O004557,C01418,2025-02-04 16:23:53,shipped,2025-02-11 16:23:53,
O004558,C00263,2024-07-13 01:18:11,returned,2024-07-17 01:18:11,2024-07-20 01:18:11
O004559,C00698,2025-07-14 08:53:06,processing,2025-07-18 08:53:06,
O004560,C00076,2024-06-05 09:55:53,cancelled,2024-06-13 09:55:53,
O004561,C01086,2024-01-14 23:18:59,delivered,2024-01-23 23:18:59,2024-01-16 23:18:59
O004562,C01451,2024-04-12 05:21:49,delivered,2024-04-23 05:21:49,2024-04-19 05:21:49
O004563,C02243,2024-06-17 17:37:50,delivered,2024-06-26 17:37:50,2024-06-26 17:37:50
O004564,C01373,2025-09-19 14:29:30,delivered,2025-09-21 14:29:30,2025-09-23 14:29:30
O004565,C00184,2025-04-19 05:34:07,returned,2025-04-27 05:34:07,2025-04-23 05:34:07
O004566,C00411,2024-07-22 01:10:44,delivered,2024-08-03 01:10:44,2024-07-24 01:10:44
O004567,C01314,2024-11-18 18:54:05,delivered,2024-11-29 18:54:05,2024-11-25 18:54:05
O004568,C00222,2025-02-11 04:11:59,returned,2025-02-19 04:11:59,2025-02-15 04:11:59
O004569,C01006,2024-09-06 08:29:42,delivered,2024-09-12 08:29:42,2024-09-15 08:29:42
O004570,C02278,2025-02-12 13:29:01,delivered,2025-02-19 13:29:01,2025-02-22 13:29:01
O004571,C02210,2026-04-03 15:59:04,returned,2026-04-06 15:59:04,2026-04-12 15:59:04
O004572,C00359,2024-07-09 12:55:32,delivered,2024-07-18 12:55:32,2024-07-13 12:55:32
O004573,C01452,2024-06-29 22:54:18,delivered,2024-07-09 22:54:18,2024-07-07 22:54:18
O004574,C01742,2025-01-20 06:35:36,delivered,2025-01-29 06:35:36,2025-01-26 06:35:36
O004575,C01668,2025-04-17 07:33:18,delivered,2025-04-28 07:33:18,2025-04-20 07:33:18
O004576,C00970,2026-04-09 08:26:12,delivered,2026-04-11 08:26:12,2026-04-20 08:26:12
O004577,C01085,2026-03-31 18:21:25,processing,2026-04-05 18:21:25,
O004578,C00666,2024-11-26 18:33:12,delivered,2024-12-08 18:33:12,2024-12-05 18:33:12
O004579,C01036,2025-08-04 14:24:25,delivered,2025-08-11 14:24:25,2025-08-08 14:24:25
O004580,C01325,2025-08-27 21:39:11,delivered,2025-08-31 21:39:11,2025-09-02 21:39:11
O004581,C00865,2025-07-04 21:50:10,delivered,2025-07-09 21:50:10,2025-07-12 21:50:10
O004582,C00113,2024-08-28 05:45:51,delivered,2024-09-06 05:45:51,2024-09-03 05:45:51
O004583,C01393,2024-01-06 07:34:24,delivered,2024-01-10 07:34:24,2024-01-11 07:34:24
O004584,C02465,2024-02-14 06:16:14,delivered,2024-02-19 06:16:14,2024-02-17 06:16:14
O004585,C01148,2025-05-30 05:11:43,delivered,2025-06-07 05:11:43,2025-06-04 05:11:43
O004586,C00269,2024-03-16 22:00:09,delivered,2024-03-28 22:00:09,2024-03-22 22:00:09
O004587,C02412,2025-11-16 04:22:17,delivered,2025-11-28 04:22:17,2025-11-23 04:22:17
O004588,C02477,2024-06-12 06:28:13,processing,2024-06-17 06:28:13,
O004589,C01016,2024-06-10 19:34:45,shipped,2024-06-13 19:34:45,
O004590,C01949,2025-07-18 04:13:47,delivered,2025-07-28 04:13:47,2025-07-26 04:13:47
O004591,C01000,2025-11-14 17:38:14,cancelled,2025-11-18 17:38:14,
O004592,C01681,2024-08-13 09:49:35,delivered,2024-08-21 09:49:35,2024-08-22 09:49:35
O004593,C01134,2025-01-14 10:16:16,returned,2025-01-22 10:16:16,2025-01-20 10:16:16
O004594,C02045,2025-01-30 08:40:00,delivered,2025-02-08 08:40:00,2025-02-03 08:40:00
O004595,C00525,2026-01-22 12:44:20,delivered,2026-01-29 12:44:20,2026-01-28 12:44:20
O004596,C00409,2024-12-13 16:44:26,delivered,2024-12-19 16:44:26,2024-12-18 16:44:26
O004597,C01576,2024-01-27 20:11:38,cancelled,2024-02-07 20:11:38,
O004598,C00122,2024-01-15 12:03:53,delivered,2024-01-23 12:03:53,2024-01-26 12:03:53
O004599,C01065,2024-04-05 01:25:41,delivered,2024-04-16 01:25:41,2024-04-07 01:25:41
O004600,C00941,2024-02-03 07:49:03,delivered,2024-02-15 07:49:03,2024-02-04 07:49:03
O004601,C00350,2026-04-10 16:43:26,delivered,2026-04-17 16:43:26,2026-04-18 16:43:26
O004602,C02184,2026-01-14 04:59:40,delivered,2026-01-25 04:59:40,2026-01-17 04:59:40
O004603,C01308,2026-05-10 04:36:54,delivered,2026-05-16 04:36:54,2026-05-12 04:36:54
O004604,C02129,2025-11-22 14:32:16,delivered,2025-11-24 14:32:16,2025-11-26 14:32:16
O004605,C02338,2024-04-17 13:33:27,delivered,2024-04-21 13:33:27,2024-04-18 13:33:27
O004606,C01361,2025-01-09 04:53:48,delivered,2025-01-18 04:53:48,2025-01-18 04:53:48
O004607,C02331,2025-08-10 13:46:45,delivered,2025-08-19 13:46:45,2025-08-14 13:46:45
O004608,C01697,2025-01-21 01:22:17,delivered,2025-01-31 01:22:17,2025-02-01 01:22:17
O004609,C00304,2025-09-04 23:34:05,delivered,2025-09-16 23:34:05,2025-09-10 23:34:05
O004610,C00830,2026-06-28 10:09:18,delivered,2026-07-05 10:09:18,2026-07-07 10:09:18
O004611,C01051,2025-07-08 01:41:43,delivered,2025-07-18 01:41:43,2025-07-16 01:41:43
O004612,C02457,2024-11-12 10:32:50,processing,2024-11-19 10:32:50,
O004613,C01612,2025-07-13 18:24:03,delivered,2025-07-24 18:24:03,2025-07-16 18:24:03
O004614,C02081,2025-01-02 01:35:21,returned,2025-01-11 01:35:21,2025-01-18 01:35:21
O004615,C00923,2025-03-31 19:20:56,cancelled,2025-04-03 19:20:56,
O004616,C01637,2025-09-22 12:10:10,delivered,2025-10-04 12:10:10,2025-10-02 12:10:10
O004617,C01489,2026-06-29 05:25:17,delivered,2026-07-06 05:25:17,2026-07-04 05:25:17
O004618,C02339,2026-03-09 00:38:46,delivered,2026-03-13 00:38:46,2026-03-17 00:38:46
O004619,C02318,2026-06-14 05:47:58,delivered,2026-06-16 05:47:58,2026-06-19 05:47:58
O004620,C02044,2024-11-18 06:20:25,delivered,2024-11-30 06:20:25,2024-11-28 06:20:25
O004621,C01405,2024-05-07 21:28:58,delivered,2024-05-19 21:28:58,2024-05-08 21:28:58
O004622,C00314,2025-06-18 01:43:47,delivered,2025-06-30 01:43:47,2025-06-20 01:43:47
O004623,C01168,2024-04-03 21:10:32,delivered,2024-04-08 21:10:32,2024-04-10 21:10:32
O004624,C02157,2024-01-06 20:48:06,cancelled,2024-01-12 20:48:06,
O004625,C01136,2025-12-29 13:01:19,delivered,2026-01-09 13:01:19,2026-01-05 13:01:19
O004626,C00513,2026-06-19 05:16:14,delivered,2026-06-25 05:16:14,2026-06-25 05:16:14
O004627,C00447,2024-07-14 07:59:31,delivered,2024-07-17 07:59:31,2024-07-15 07:59:31
O004628,C01784,2024-08-10 14:50:12,delivered,2024-08-14 14:50:12,2024-08-16 14:50:12
O004629,C00590,2026-05-05 09:07:14,cancelled,2026-05-11 09:07:14,
O004630,C00224,2024-12-08 12:54:26,delivered,2024-12-13 12:54:26,2024-12-18 12:54:26
O004631,C01677,2026-02-04 16:57:10,delivered,2026-02-08 16:57:10,2026-02-12 16:57:10
O004632,C01020,2025-11-10 09:21:49,delivered,2025-11-22 09:21:49,2025-11-25 09:21:49
O004633,C00896,2024-05-16 01:29:59,shipped,2024-05-21 01:29:59,
O004634,C02378,2025-04-16 18:05:55,returned,2025-04-19 18:05:55,2025-04-25 18:05:55
O004635,C01149,2024-12-20 12:57:16,delivered,2024-12-29 12:57:16,2024-12-26 12:57:16
O004636,C02413,2025-07-03 10:14:01,delivered,2025-07-09 10:14:01,2025-07-10 10:14:01
O004637,C00423,2025-01-13 11:25:05,delivered,2025-01-22 11:25:05,2025-01-21 11:25:05
O004638,C01862,2024-12-07 18:41:09,delivered,2024-12-19 18:41:09,2024-12-09 18:41:09
O004639,C00458,2024-09-16 23:33:56,delivered,2024-09-20 23:33:56,2024-09-25 23:33:56
O004640,C00764,2025-09-08 08:23:49,delivered,2025-09-17 08:23:49,2025-09-20 08:23:49
O004641,C02249,2026-01-06 01:25:29,shipped,2026-01-13 01:25:29,
O004642,C00633,2024-12-21 04:40:54,delivered,2024-12-25 04:40:54,2024-12-27 04:40:54
O004643,C00392,2025-02-03 14:31:34,delivered,2025-02-11 14:31:34,2025-02-06 14:31:34
O004644,C00313,2026-02-11 07:03:45,delivered,2026-02-23 07:03:45,2026-02-18 07:03:45
O004645,C00305,2024-05-14 23:18:44,shipped,2024-05-26 23:18:44,
O004646,C02009,2025-11-22 00:22:58,delivered,2025-11-25 00:22:58,2025-11-29 00:22:58
O004647,C01900,2024-05-15 05:16:00,shipped,2024-05-25 05:16:00,
O004648,C01371,2025-01-07 16:38:51,cancelled,2025-01-19 16:38:51,
O004649,C02262,2025-01-15 08:52:28,delivered,2025-01-17 08:52:28,2025-01-16 08:52:28
O004650,C01416,2024-02-09 06:59:33,delivered,2024-02-19 06:59:33,2024-02-11 06:59:33
O004651,C01119,2024-07-22 15:48:05,delivered,2024-07-27 15:48:05,2024-07-27 15:48:05
O004652,C01102,2025-12-18 18:50:18,delivered,2025-12-27 18:50:18,2025-12-27 18:50:18
O004653,C02469,2024-07-26 06:15:38,delivered,2024-08-02 06:15:38,2024-07-27 06:15:38
O004654,C01516,2025-08-02 17:07:02,delivered,2025-08-10 17:07:02,2025-08-05 17:07:02
O004655,C00350,2025-04-30 19:48:44,delivered,2025-05-05 19:48:44,2025-05-03 19:48:44
O004656,C01114,2025-08-01 05:40:14,delivered,2025-08-05 05:40:14,2025-08-13 05:40:14
O004657,C01939,2025-03-27 19:11:27,delivered,2025-04-06 19:11:27,2025-04-02 19:11:27
O004658,C00046,2025-11-05 21:57:56,shipped,2025-11-14 21:57:56,
O004659,C00756,2025-04-08 09:32:06,cancelled,2025-04-14 09:32:06,
O004660,C02171,2025-06-11 01:20:44,delivered,2025-06-17 01:20:44,2025-06-14 01:20:44
O004661,C01589,2025-12-15 07:48:25,cancelled,2025-12-23 07:48:25,
O004662,C00083,2024-03-31 14:34:24,delivered,2024-04-09 14:34:24,2024-04-08 14:34:24
O004663,C01891,2025-10-25 15:53:23,delivered,2025-11-06 15:53:23,2025-11-01 15:53:23
O004664,C00650,2025-01-11 12:10:14,delivered,2025-01-21 12:10:14,2025-01-14 12:10:14
O004665,C01003,2025-09-27 11:43:58,delivered,2025-10-09 11:43:58,2025-09-28 11:43:58
O004666,C01025,2024-11-09 08:47:05,cancelled,2024-11-17 08:47:05,
O004667,C01257,2024-05-29 10:32:14,delivered,2024-06-06 10:32:14,2024-06-05 10:32:14
O004668,C01564,2025-08-23 23:55:47,delivered,2025-09-04 23:55:47,2025-08-28 23:55:47
O004669,C02495,2025-10-07 16:02:29,delivered,2025-10-17 16:02:29,2025-10-08 16:02:29
O004670,C02167,2024-04-18 01:14:22,delivered,2024-04-26 01:14:22,2024-04-22 01:14:22
O004671,C01841,2024-10-29 07:32:44,delivered,2024-11-01 07:32:44,2024-10-31 07:32:44
O004672,C01089,2024-07-22 05:04:53,delivered,2024-08-02 05:04:53,2024-07-30 05:04:53
O004673,C02132,2024-09-11 01:30:46,delivered,2024-09-15 01:30:46,2024-09-16 01:30:46
O004674,C02421,2025-06-28 03:23:21,delivered,2025-07-02 03:23:21,2025-07-01 03:23:21
O004675,C01539,2025-05-17 19:22:57,delivered,2025-05-29 19:22:57,2025-05-23 19:22:57
O004676,C01950,2026-03-23 07:55:40,delivered,2026-04-03 07:55:40,2026-03-29 07:55:40
O004677,C01436,2025-08-21 07:40:28,delivered,2025-09-02 07:40:28,2025-08-23 07:40:28
O004678,C02215,2026-03-31 02:28:44,delivered,2026-04-10 02:28:44,2026-04-08 02:28:44
O004679,C01742,2025-01-23 01:25:28,delivered,2025-01-29 01:25:28,2025-01-27 01:25:28
O004680,C01581,2024-03-03 22:35:39,delivered,2024-03-12 22:35:39,2024-03-09 22:35:39
O004681,C01124,2024-01-05 22:25:11,returned,2024-01-11 22:25:11,2024-01-14 22:25:11
O004682,C01181,2024-08-13 17:23:22,delivered,2024-08-19 17:23:22,2024-08-17 17:23:22
O004683,C01500,2025-05-03 20:05:46,delivered,2025-05-07 20:05:46,2025-05-10 20:05:46
O004684,C00304,2026-01-11 09:51:41,delivered,2026-01-20 09:51:41,2026-01-12 09:51:41
O004685,C00861,2024-03-19 16:50:58,delivered,2024-03-26 16:50:58,2024-03-26 16:50:58
O004686,C02163,2026-02-10 07:14:27,delivered,2026-02-21 07:14:27,2026-02-17 07:14:27
O004687,C01318,2025-09-14 21:59:38,delivered,2025-09-21 21:59:38,2025-09-23 21:59:38
O004688,C00032,2025-01-31 18:55:58,delivered,2025-02-04 18:55:58,2025-02-08 18:55:58
O004689,C01119,2025-09-29 04:40:32,delivered,2025-10-11 04:40:32,2025-10-05 04:40:32
O004690,C02497,2024-11-10 20:34:07,delivered,2024-11-12 20:34:07,2024-11-14 20:34:07
O004691,C01191,2026-04-22 00:17:11,delivered,2026-05-03 00:17:11,2026-04-26 00:17:11
O004692,C01940,2024-07-29 17:53:44,delivered,2024-08-01 17:53:44,2024-08-09 17:53:44
O004693,C00770,2025-10-06 10:26:15,delivered,2025-10-08 10:26:15,2025-10-12 10:26:15
O004694,C00542,2024-09-03 11:44:11,delivered,2024-09-10 11:44:11,2024-09-12 11:44:11
O004695,C02335,2025-11-12 14:39:08,delivered,2025-11-18 14:39:08,2025-11-15 14:39:08
O004696,C00537,2026-03-19 18:57:58,returned,2026-03-28 18:57:58,2026-03-22 18:57:58
O004697,C02015,2026-06-27 17:03:16,delivered,2026-07-01 17:03:16,2026-07-02 17:03:16
O004698,C00137,2025-12-24 16:14:24,delivered,2026-01-02 16:14:24,2025-12-25 16:14:24
O004699,C00080,2026-01-10 14:35:37,returned,2026-01-21 14:35:37,2026-01-20 14:35:37
O004700,C00629,2025-10-03 13:09:45,delivered,2025-10-10 13:09:45,2025-10-06 13:09:45
