customer_id,customer_name,city,region,segment,signup_date
C00882,Cliente 0882,Santiago,RM,Retail,2026-02-12
C00883,Cliente 0883,Rancagua,VI,Premium,2026-02-09
C00884,Cliente 0884,,II,Retail,2026-06-10
C00885,Cliente 0885,Temuco,IX,Corporate,2025-11-30
C00886,Cliente 0886,Puerto Montt,X,Retail,2025-10-29
C00887,Cliente 0887,Viña del Mar,V,Retail,2026-03-02
C00888,Cliente 0888,Temuco,IX,Retail,2024-07-03
C00889,Cliente 0889,Santiago,RM,Retail,2025-06-21
C00890,Cliente 0890,Antofagasta,II,Retail,2024-01-25
C00891,Cliente 0891,La Serena,IV,Corporate,2025-10-15
C00892,Cliente 0892,Concepción,VIII,Retail,2026-02-21
C00893,Cliente 0893,Concepción,VIII,Retail,2025-04-23
C00894,Cliente 0894,Puerto Montt,X,Retail,2025-11-14
C00895,Cliente 0895,Santiago,RM,Retail,2024-12-06
C00896,Cliente 0896,Valparaíso,V,Retail,2024-07-24
C00897,Cliente 0897,Talca,VII,Premium,2024-08-11
C00898,Cliente 0898,valparaíso,V,Retail,2024-03-13
C00899,Cliente 0899,Rancagua,VI,Retail,2025-10-17
C00900,Cliente 0900,Temuco,IX,Corporate,2025-08-11
C00901,Cliente 0901,Puerto Montt,X,,2026-01-15
C00902,Cliente 0902,Rancagua,VI,Retail,2025-07-02
C00903,Cliente 0903,Valparaíso,V,Retail,2026-05-23
C00904,Cliente 0904,La Serena,IV,Retail,2024-02-10
C00905,Cliente 0905,Valparaíso,V,Retail,2025-01-02
C00906,Cliente 0906,Concepción,VIII,Retail,2024-01-26
C00907,Cliente 0907,Antofagasta,II,Retail,2026-05-04
C00908,Cliente 0908,Temuco,IX,Premium,2024-02-13
C00909,Cliente 0909,Rancagua,VI,Corporate,2026-06-10
C00910,Cliente 0910,Santiago,RM,Premium,2025-05-15
C00911,Cliente 0911,La Serena,IV,Premium,2024-05-13
C00912,Cliente 0912,Valparaíso,V,Retail,2024-06-23
C00913,Cliente 0913,Viña del Mar,V,Premium,2024-08-13
C00914,Cliente 0914,Puerto Montt,X,Retail,2025-12-01
C00915,Cliente 0915,La Serena,IV,Premium,2025-08-30
C00916,Cliente 0916,Puerto Montt,X,Retail,2025-01-13
C00917,Cliente 0917,concepción,VIII,Retail,2026-05-17
C00918,Cliente 0918,Rancagua,VI,Retail,2024-01-08
C00919,Cliente 0919,Antofagasta,II,Retail,2026-04-06
C00920,Cliente 0920,Talca,VII,Retail,2024-09-01
C00921,Cliente 0921,Rancagua,VI,Retail,2024-03-31
C00922,Cliente 0922,Talca,VII,Retail,2024-04-30
C00923,Cliente 0923,Talca,VII,Retail,2025-04-20
C00924,Cliente 0924,Concepción,VIII,Retail,2025-04-30
C00925,Cliente 0925,Temuco,IX,Retail,2025-03-21
C00926,Cliente 0926,Santiago,RM,Retail,2024-02-23
C00927,Cliente 0927,Valparaíso,V,Retail,2024-08-28
C00928,Cliente 0928,Temuco,IX,Retail,2024-04-22
C00929,Cliente 0929,La Serena,IV,Retail,2024-08-13
C00930,Cliente 0930,Concepción,VIII,Retail,2025-09-16
C00931,Cliente 0931,La Serena,IV,Retail,2024-10-03
C00932,Cliente 0932,Antofagasta,II,Retail,2026-05-22
C00933,Cliente 0933,Antofagasta,II,Retail,2026-03-19
C00934,Cliente 0934,Talca,VII,Premium,2024-03-29
C00935,Cliente 0935,,V,Retail,2025-04-18
C00936,Cliente 0936,La Serena,IV,Retail,2025-08-16
C00937,Cliente 0937,Viña del Mar,V,Premium,2025-03-03
C00938,Cliente 0938,Santiago,RM,Retail,2025-02-07
C00939,Cliente 0939,Rancagua,VI,Retail,2025-07-25
C00940,Cliente 0940,,IX,Retail,2025-10-25
C00941,Cliente 0941,Rancagua,VI,Premium,2026-02-04
C00942,Cliente 0942,PUERTO MONTT,X,Retail,2026-06-11
C00943,Cliente 0943,Valparaíso,V,Retail,2025-12-08
C00944,Cliente 0944,Viña del Mar,V,Retail,2026-03-24
C00945,Cliente 0945,Santiago,RM,Retail,2025-11-21
C00946,Cliente 0946,Viña del Mar,V,Retail,2025-01-10
C00947,Cliente 0947,La Serena,IV,Retail,2024-12-08
C00948,Cliente 0948,Viña del Mar,V,Premium,2025-12-20
C00949,Cliente 0949,Antofagasta,II,Retail,2025-03-09
C00950,Cliente 0950,Talca,VII,Retail,2024-05-05
C00951,Cliente 0951,Antofagasta,II,Retail,2025-01-11
C00952,Cliente 0952,Puerto Montt,X,Premium,2024-10-22
C00953,Cliente 0953,Rancagua,VI,Retail,2024-07-28
C00954,Cliente 0954,talca,VII,Corporate,2025-04-30
C00955,Cliente 0955,La Serena,IV,Retail,2026-06-11
C00956,Cliente 0956,Viña del Mar,V,Retail,2025-10-23
C00957,Cliente 0957,Talca,VII,Retail,2024-11-07
C00958,Cliente 0958,Antofagasta,II,Retail,2025-01-15
C00959,Cliente 0959,Rancagua,VI,Corporate,2025-09-25
C00960,Cliente 0960,Concepción,VIII,Retail,2024-04-29
C00961,Cliente 0961,Temuco,IX,Retail,2025-07-29
C00962,Cliente 0962,Rancagua,VI,Retail,2024-06-15
C00963,Cliente 0963,Rancagua,VI,Premium,2025-04-14
C00964,Cliente 0964,Talca,VII,Retail,2025-12-23
C00965,Cliente 0965,Viña del Mar,V,Retail,2026-03-29
C00966,Cliente 0966, Valparaíso ,V,Premium,2024-02-11
C00967,Cliente 0967,Viña del Mar,V,Premium,2025-04-01
C00968,Cliente 0968,Viña del Mar,V,Retail,2026-03-11
C00969,Cliente 0969,Valparaíso,V,Corporate,2025-02-07
C00970,Cliente 0970,Santiago,RM,Corporate,2025-01-04
C00971,Cliente 0971,Temuco,IX,Retail,2024-12-19
C00972,Cliente 0972,La Serena,IV,Premium,2025-03-30
C00973,Cliente 0973,Puerto Montt,X,Premium,2025-02-28
C00974,Cliente 0974,Antofagasta,II,Retail,2026-06-07
C00975,Cliente 0975,Puerto Montt,X,Retail,2025-02-23
C00976,Cliente 0976,Viña del Mar,V,Premium,2024-05-20
C00977,Cliente 0977,Santiago,RM,Premium,2024-11-05
C00978,Cliente 0978,Santiago,RM,Premium,2024-06-06
C00979,Cliente 0979,Valparaíso,V,Retail,2024-10-21
C00980,Cliente 0980,Santiago,RM,Retail,2024-10-10
C00981,Cliente 0981,Viña del Mar,V,Retail,2025-03-22
C00982,Cliente 0982,,V,Retail,2026-01-20
C00983,Cliente 0983,Concepción,VIII,Retail,2026-06-18
C00984,Cliente 0984,Temuco,IX,Retail,2024-10-25
C00985,Cliente 0985,Concepción,VIII,Premium,2025-09-05
C00986,Cliente 0986,Antofagasta,II,Retail,2025-12-15
C00987,Cliente 0987,Santiago,RM,Retail,2024-10-15
C00988,Cliente 0988,Concepción,VIII,Retail,2024-06-07
C00989,Cliente 0989,Viña del Mar,V,Retail,2025-06-22
C00990,Cliente 0990,Puerto Montt,X,Retail,2024-03-19
C00991,Cliente 0991,Antofagasta,II,Retail,2024-05-22
C00992,Cliente 0992,Temuco,IX,Retail,2024-11-07
C00993,Cliente 0993,Concepción,VIII,Retail,2024-11-10
C00994,Cliente 0994,Valparaíso,V,Retail,2026-03-04
C00995,Cliente 0995,Talca,VII,Retail,2025-04-25
C00996,Cliente 0996,Santiago,RM,Premium,2026-03-12
C00997,Cliente 0997,Concepción,VIII,Retail,2024-01-30
C00998,Cliente 0998,Viña del Mar,V,Retail,2024-06-13
C00999,Cliente 0999,Valparaíso,V,Retail,2025-08-15
C01000,Cliente 1000,Concepción,VIII,Corporate,2025-07-04
C01001,Cliente 1001,Talca,VII,Premium,2025-05-01
C01002,Cliente 1002,Valparaíso,V,Retail,2024-12-29
C01003,Cliente 1003,Temuco,IX,Retail,2024-04-22
C01004,Cliente 1004,Talca,VII,Premium,2024-03-25
C01005,Cliente 1005,Antofagasta,II,Retail,2026-05-11
C01006,Cliente 1006,puerto montt,X,Retail,2024-03-12
C01007,Cliente 1007,Rancagua,VI,Retail,2025-02-09
C01008,Cliente 1008,Puerto Montt,X,Retail,2025-08-27
C01009,Cliente 1009,Temuco,IX,Corporate,2024-12-12
C01010,Cliente 1010,Puerto Montt,X,Premium,2024-10-12
C01011,Cliente 1011,Puerto Montt,X,Retail,2025-11-13
C01012,Cliente 1012,Concepción,VIII,Premium,2024-04-20
C01013,Cliente 1013, Concepción ,VIII,Retail,2026-01-25
C01014,Cliente 1014,Concepción,VIII,Retail,2025-11-26
C01015,Cliente 1015,Valparaíso,V,Retail,2025-06-16
C01016,Cliente 1016,rancagua,VI,Retail,2025-07-09
C01017,Cliente 1017,Santiago,RM,Corporate,2026-06-20
C01018,Cliente 1018,Rancagua,VI,Retail,2024-06-30
C01019,Cliente 1019,Concepción,VIII,Retail,2024-05-17
C01020,Cliente 1020,Rancagua,VI,Retail,2025-12-02
C01021,Cliente 1021,Talca,VII,Retail,2024-09-26
C01022,Cliente 1022,Antofagasta,II,Retail,2024-01-29
C01023,Cliente 1023,Viña del Mar,V,Retail,2025-10-02
C01024,Cliente 1024,Puerto Montt,X,Retail,2025-11-08
C01025,Cliente 1025,Valparaíso,V,Premium,2024-04-27
C01026,Cliente 1026,puerto montt,X,Retail,2025-03-07
C01027,Cliente 1027,Temuco,IX,Retail,2025-02-03
C01028,Cliente 1028,La Serena,IV,Retail,2025-05-29
C01029,Cliente 1029,La Serena,IV,Retail,2026-05-17
C01030,Cliente 1030,Santiago,RM,Retail,2025-08-10
C01031,Cliente 1031,Viña del Mar,V,Retail,2024-12-10
C01032,Cliente 1032,La Serena,IV,Retail,2024-03-19
C01033,Cliente 1033,Talca,VII,Retail,2025-02-28
C01034,Cliente 1034,Talca,VII,Retail,2024-01-20
C01035,Cliente 1035,La Serena,IV,Retail,2026-04-23
C01036,Cliente 1036,Puerto Montt,X,Corporate,2026-01-14
C01037,Cliente 1037,La Serena,IV,Retail,2025-12-02
C01038,Cliente 1038,Valparaíso,V,Retail,2026-05-16
C01039,Cliente 1039,Viña del Mar,V,Retail,2024-09-01
C01040,Cliente 1040,Antofagasta,II,Retail,2025-07-27
C01041,Cliente 1041,Antofagasta,II,Retail,2024-09-21
C01042,Cliente 1042,Rancagua,VI,Premium,2024-02-26
C01043,Cliente 1043,Puerto Montt,X,Premium,2025-11-18
C01044,Cliente 1044,Concepción,VIII,Retail,2025-08-07
C01045,Cliente 1045,Talca,VII,Retail,2026-06-24
C01046,Cliente 1046,Temuco,IX,Premium,2026-01-24
C01047,Cliente 1047,La Serena,IV,Retail,2024-06-28
C01048,Cliente 1048,Viña del Mar,V,Retail,2025-06-30
C01049,Cliente 1049,Rancagua,VI,Retail,2024-10-11
C01050,Cliente 1050,Santiago,RM,Retail,2025-09-12
C01051,Cliente 1051,La Serena,IV,Retail,2025-01-28
C01052,Cliente 1052,Valparaíso,V,Retail,2024-08-30
C01053,Cliente 1053,Antofagasta,II,Retail,2026-04-22
C01054,Cliente 1054,Rancagua,VI,Retail,2026-06-19
C01055,Cliente 1055,Rancagua,VI,Retail,2025-02-26
C01056,Cliente 1056,Concepción,VIII,Retail,2025-06-02
C01057,Cliente 1057,Temuco,IX,Retail,2024-01-29
C01058,Cliente 1058,Concepción,VIII,Retail,2024-07-23
C01059,Cliente 1059,La Serena,IV,Retail,2026-02-25
C01060,Cliente 1060,Temuco,IX,Retail,2026-06-13
C01061,Cliente 1061,Antofagasta,II,Retail,2025-02-28
C01062,Cliente 1062,Viña del Mar,V,Retail,2024-01-24
C01063,Cliente 1063,Rancagua,VI,Retail,2025-12-19
C01064,Cliente 1064,Concepción,VIII,Retail,2025-01-11
C01065,Cliente 1065,Puerto Montt,X,Premium,2025-04-09
C01066,Cliente 1066,Antofagasta,II,Retail,2025-05-21
C01067,Cliente 1067, Antofagasta ,II,Premium,2024-07-12
C01068,Cliente 1068,Antofagasta,II,Retail,2025-04-06
C01069,Cliente 1069,Santiago,RM,Retail,2026-06-11
C01070,Cliente 1070,Puerto Montt,X,Premium,2026-01-23
C01071,Cliente 1071,Temuco,IX,Corporate,2025-04-27
C01072,Cliente 1072,,V,Premium,2026-04-09
C01073,Cliente 1073,Puerto Montt,X,Retail,2024-05-15
C01074,Cliente 1074,Rancagua,VI,Corporate,2026-06-17
C01075,Cliente 1075,Concepción,VIII,Retail,2024-11-16
C01076,Cliente 1076,Antofagasta,II,Premium,2025-03-16
C01077,Cliente 1077,Antofagasta,II,Retail,2025-03-22
C01078,Cliente 1078,Concepción,VIII,Retail,2025-11-04
C01079,Cliente 1079,La Serena,IV,Retail,2025-04-26
C01080,Cliente 1080,Rancagua,VI,Retail,2024-12-31
C01081,Cliente 1081,Concepción,VIII,Retail,2024-04-05
C01082,Cliente 1082,TALCA,VII,Premium,2025-07-30
C01083,Cliente 1083,Viña del Mar,V,Retail,2024-03-19
C01084,Cliente 1084,Santiago,RM,Retail,2025-11-27
C01085,Cliente 1085,Temuco,IX,Retail,2024-03-24
C01086,Cliente 1086,Antofagasta,II,Retail,2024-01-06
C01087,Cliente 1087,Temuco,IX,Corporate,2026-01-21
C01088,Cliente 1088,Antofagasta,II,Retail,2024-02-26
C01089,Cliente 1089,Antofagasta,II,Retail,2026-02-28
C01090,Cliente 1090,Puerto Montt,X,Retail,2026-02-09
C01091,Cliente 1091,Antofagasta,II,Corporate,2025-09-09
C01092,Cliente 1092,La Serena,IV,Retail,2026-06-25
C01093,Cliente 1093,Puerto Montt,X,Premium,2025-09-20
C01094,Cliente 1094,Temuco,IX,Corporate,2025-11-23
C01095,Cliente 1095,Talca,VII,Retail,2025-06-21
C01096,Cliente 1096,Rancagua,VI,Retail,2024-05-10
C01097,Cliente 1097,Santiago,RM,Retail,2024-02-16
C01098,Cliente 1098,viña del mar,V,Premium,2024-12-29
C01099,Cliente 1099,Rancagua,VI,Retail,2024-07-05
C01100,Cliente 1100,Temuco,IX,Retail,2025-04-10
C01101,Cliente 1101,Concepción,VIII,Retail,2024-03-21
C01102,Cliente 1102,Santiago,RM,Retail,2024-04-29
C01103,Cliente 1103,Viña del Mar,V,Premium,2024-11-06
C01104,Cliente 1104,Puerto Montt,X,Premium,2024-03-30
C01105,Cliente 1105,La Serena,IV,Premium,2024-08-02
C01106,Cliente 1106,Talca,VII,Retail,2024-11-04
C01107,Cliente 1107,Concepción,VIII,Premium,2025-03-31
C01108,Cliente 1108,La Serena,IV,,2026-04-29
C01109,Cliente 1109,Puerto Montt,X,Corporate,2026-05-18
C01110,Cliente 1110,Antofagasta,II,Retail,2025-02-13
C01111,Cliente 1111,Rancagua,VI,Retail,2024-03-03
C01112,Cliente 1112,Antofagasta,II,Premium,2025-03-03
C01113,Cliente 1113,Rancagua,VI,Retail,2024-01-22
C01114,Cliente 1114,La Serena,IV,Retail,2025-08-24
C01115,Cliente 1115,Rancagua,VI,Retail,2024-10-27
C01116,Cliente 1116,Temuco,IX,Premium,2026-03-29
C01117,Cliente 1117,Rancagua,VI,Retail,2024-07-23
C01118,Cliente 1118,Rancagua,VI,Retail,2024-08-02
C01119,Cliente 1119,Temuco,IX,Retail,2024-06-27
C01120,Cliente 1120,Viña del Mar,V,Retail,2025-07-29
C01121,Cliente 1121,Santiago,RM,Premium,2025-07-24
C01122,Cliente 1122,Viña del Mar,V,Retail,2025-12-24
C01123,Cliente 1123,Valparaíso,V,Corporate,2026-03-11
C01124,Cliente 1124,Talca,VII,Retail,2024-04-17
C01125,Cliente 1125,Concepción,VIII,Premium,2025-12-26
C01126,Cliente 1126,Concepción,VIII,Retail,2024-12-08
C01127,Cliente 1127,Santiago,RM,Retail,2026-04-08
C01128,Cliente 1128,Temuco,IX,Premium,2025-02-28
C01129,Cliente 1129,Talca,VII,Retail,2024-08-21
C01130,Cliente 1130,Rancagua,VI,Corporate,2025-06-12
C01131,Cliente 1131,Talca,VII,Corporate,2024-03-27
C01132,Cliente 1132,Santiago,RM,Retail,2024-02-07
C01133,Cliente 1133,Talca,VII,Corporate,2025-03-05
C01134,Cliente 1134,Temuco,IX,Corporate,2024-01-09
C01135,Cliente 1135,Puerto Montt,X,Retail,2024-07-29
C01136,Cliente 1136,Temuco,IX,Premium,2026-03-11
C01137,Cliente 1137,Santiago,RM,Retail,2025-02-03
C01138,Cliente 1138, Talca ,VII,Retail,2025-06-17
C01139,Cliente 1139,Talca,VII,Retail,2024-09-04
C01140,Cliente 1140,Santiago,RM,Premium,2024-09-22
C01141,Cliente 1141,Valparaíso,V,Retail,2025-08-09
C01142,Cliente 1142,Viña del Mar,V,Retail,2025-10-04
C01143,Cliente 1143,Viña del Mar,V,Retail,2026-01-01
C01144,Cliente 1144,Viña del Mar,V,Retail,2026-03-08
C01145,Cliente 1145,Puerto Montt,X,Retail,2024-03-04
C01146,Cliente 1146,Temuco,IX,Retail,2025-02-16
C01147,Cliente 1147,Viña del Mar,V,Retail,2025-03-09
C01148,Cliente 1148,Puerto Montt,X,Premium,2024-05-27
C01149,Cliente 1149,Talca,VII,Premium,2024-04-30
C01150,Cliente 1150,Talca,VII,Retail,2024-05-01
C01151,Cliente 1151,Antofagasta,II,Retail,2024-06-05
C01152,Cliente 1152,Rancagua,VI,Retail,2024-05-26
C01153,Cliente 1153,Antofagasta,II,Premium,2024-08-08
C01154,Cliente 1154,Temuco,IX,Retail,2024-02-15
C01155,Cliente 1155,Temuco,IX,Premium,2025-05-01
C01156,Cliente 1156,Rancagua,VI,Retail,2024-06-01
C01157,Cliente 1157,Puerto Montt,X,Retail,2025-02-08
C01158,Cliente 1158,Antofagasta,II,Retail,2026-06-05
C01159,Cliente 1159,Antofagasta,II,Retail,2024-05-06
C01160,Cliente 1160,Viña del Mar,V,Premium,2025-08-06
C01161,Cliente 1161,Valparaíso,V,Retail,2025-06-28
C01162,Cliente 1162,Viña del Mar,V,Retail,2026-04-06
C01163,Cliente 1163,Santiago,RM,Retail,2024-07-03
C01164,Cliente 1164,Valparaíso,V,Retail,2024-04-11
C01165,Cliente 1165,Valparaíso,V,Retail,2025-02-21
C01166,Cliente 1166,Santiago,RM,Retail,2024-04-11
C01167,Cliente 1167,Valparaíso,V,Retail,2024-09-02
C01168,Cliente 1168,Puerto Montt,X,Corporate,2024-10-02
C01169,Cliente 1169,Santiago,RM,Retail,2024-08-27
C01170,Cliente 1170,La Serena,IV,Premium,2025-10-29
C01171,Cliente 1171,Talca,VII,Retail,2024-05-25
C01172,Cliente 1172,Puerto Montt,X,Corporate,2025-07-22
C01173,Cliente 1173,Viña del Mar,V,Retail,2024-06-20
C01174,Cliente 1174,Antofagasta,II,Premium,2025-01-24
C01175,Cliente 1175,Antofagasta,II,Retail,2026-01-26
C01176,Cliente 1176,Valparaíso,V,Premium,2026-01-12
C01177,Cliente 1177,Talca,VII,Corporate,2024-11-21
C01178,Cliente 1178,Antofagasta,II,Retail,2024-11-25
C01179,Cliente 1179,Concepción,VIII,Retail,2024-01-03
C01180,Cliente 1180,Puerto Montt,X,Retail,2025-12-14
C01181,Cliente 1181,Valparaíso,V,Retail,2026-05-02
C01182,Cliente 1182,Viña del Mar,V,Retail,2024-06-30
C01183,Cliente 1183,Santiago,RM,Retail,2024-01-21
C01184,Cliente 1184,Viña del Mar,V,Retail,2026-04-07
C01185,Cliente 1185,Antofagasta,II,Retail,2025-12-21
C01186,Cliente 1186,Puerto Montt,X,Retail,2024-10-11
C01187,Cliente 1187,Viña del Mar,V,Retail,2025-09-09
C01188,Cliente 1188,Concepción,VIII,Retail,2025-08-06
C01189,Cliente 1189,Santiago,RM,Corporate,2025-12-10
C01190,Cliente 1190,Santiago,RM,Corporate,2025-10-18
C01191,Cliente 1191,Puerto Montt,X,Retail,2025-11-27
C01192,Cliente 1192,La Serena,IV,,2025-03-06
C01193,Cliente 1193,Valparaíso,V,Premium,2026-04-07
C01194,Cliente 1194,Valparaíso,V,Corporate,2024-07-20
C01195,Cliente 1195,Santiago,RM,Retail,2026-04-07
C01196,Cliente 1196,Antofagasta,II,Retail,2025-04-29
C01197,Cliente 1197,Talca,VII,Premium,2024-03-15
C01198,Cliente 1198,Viña del Mar,V,Retail,2024-03-03
C01199,Cliente 1199,Concepción,VIII,Retail,2026-04-01
C01200,Cliente 1200,Valparaíso,V,Retail,2025-07-26
C01201,Cliente 1201,,X,Retail,2025-09-05
C01202,Cliente 1202,Viña del Mar,V,Retail,2024-12-13
C01203,Cliente 1203,,IX,Retail,2024-04-20
C01204,Cliente 1204,La Serena,IV,Corporate,2024-05-09
C01205,Cliente 1205,Viña del Mar,V,Retail,2024-09-05
C01206,Cliente 1206,Puerto Montt,X,Retail,2025-10-29
C01207,Cliente 1207,Concepción,VIII,Retail,2025-09-09
C01208,Cliente 1208,Concepción,VIII,Retail,2025-06-03
C01209,Cliente 1209,La Serena,IV,Retail,2024-07-25
C01210,Cliente 1210,Rancagua,VI,Retail,2024-12-05
C01211,Cliente 1211,Temuco,IX,Retail,2025-04-10
C01212,Cliente 1212,La Serena,IV,Retail,2024-08-06
C01213,Cliente 1213, Puerto Montt ,X,Retail,2024-07-07
C01214,Cliente 1214,Valparaíso,V,Retail,2025-03-26
C01215,Cliente 1215,Santiago,RM,Retail,2024-10-17
C01216,Cliente 1216,Talca,VII,Retail,2024-07-19
C01217,Cliente 1217,Concepción,VIII,Retail,2026-03-17
C01218,Cliente 1218,Temuco,IX,Premium,2025-11-07
C01219,Cliente 1219,Puerto Montt,X,Premium,2024-03-07
C01220,Cliente 1220,La Serena,IV,Retail,2025-12-12
C01221,Cliente 1221,Santiago,RM,Premium,2025-08-24
C01222,Cliente 1222,La Serena,IV,Retail,2026-03-25
C01223,Cliente 1223,Rancagua,VI,Retail,2024-03-24
C01224,Cliente 1224,Puerto Montt,X,Premium,2025-10-22
C01225,Cliente 1225,Temuco,IX,Retail,2025-05-09
C01226,Cliente 1226,Viña del Mar,V,Retail,2024-07-31
C01227,Cliente 1227,La Serena,IV,Retail,2026-06-29
C01228,Cliente 1228,Talca,VII,Retail,2026-02-08
C01229,Cliente 1229,Santiago,RM,Retail,2025-09-28
C01230,Cliente 1230,Rancagua,VI,Retail,2025-01-26
C01231,Cliente 1231,Temuco,IX,Corporate,2024-10-28
C01232,Cliente 1232,La Serena,IV,Retail,2024-03-14
C01233,Cliente 1233,Temuco,IX,Retail,2026-02-02
C01234,Cliente 1234,Talca,VII,Corporate,2024-01-09
C01235,Cliente 1235,,X,Premium,2026-02-14
C01236,Cliente 1236,Concepción,VIII,Premium,2024-08-21
C01237,Cliente 1237,Viña del Mar,V,Premium,2026-02-14
C01238,Cliente 1238,Temuco,IX,Premium,2025-03-15
C01239,Cliente 1239,Temuco,IX,Retail,2026-06-13
C01240,Cliente 1240,Temuco,IX,Retail,2025-03-05
C01241,Cliente 1241,Talca,VII,Retail,2025-08-24
C01242,Cliente 1242,Temuco,IX,Retail,2026-03-29
C01243,Cliente 1243,Puerto Montt,X,Retail,2025-02-04
C01244,Cliente 1244,Viña del Mar,V,Corporate,2025-10-16
C01245,Cliente 1245,Santiago,RM,Premium,2025-09-09
C01246,Cliente 1246,Puerto Montt,X,Retail,2024-08-26
C01247,Cliente 1247,Talca,VII,Retail,2024-11-30
C01248,Cliente 1248,Puerto Montt,X,Retail,2024-03-11
C01249,Cliente 1249,La Serena,IV,Retail,2026-04-17
C01250,Cliente 1250,La Serena,IV,,2025-12-02
C01251,Cliente 1251,Valparaíso,V,Premium,2025-09-11
C01252,Cliente 1252,Rancagua,VI,Retail,2024-02-10
C01253,Cliente 1253,Antofagasta,II,Retail,2026-04-23
C01254,Cliente 1254,Puerto Montt,X,Retail,2025-11-05
C01255,Cliente 1255,Santiago,RM,Retail,2026-06-10
C01256,Cliente 1256,Valparaíso,V,Retail,2026-01-09
C01257,Cliente 1257,Valparaíso,V,Corporate,2024-03-19
C01258,Cliente 1258,Concepción,VIII,Retail,2025-06-02
C01259,Cliente 1259,RANCAGUA,VI,Retail,2026-02-02
C01260,Cliente 1260,Valparaíso,V,Premium,2024-05-19
C01261,Cliente 1261,Valparaíso,V,Retail,2024-09-05
C01262,Cliente 1262,Concepción,VIII,Premium,2025-09-13
C01263,Cliente 1263,Concepción,VIII,Retail,2026-02-20
C01264,Cliente 1264,La Serena,IV,Premium,2025-11-22
C01265,Cliente 1265,Talca,VII,Retail,2026-01-03
C01266,Cliente 1266,Santiago,RM,Retail,2025-01-21
C01267,Cliente 1267,Valparaíso,V,Retail,2024-01-29
C01268,Cliente 1268,La Serena,IV,Corporate,2024-04-08
C01269,Cliente 1269,Temuco,IX,Retail,2025-10-03
C01270,Cliente 1270,Puerto Montt,X,Retail,2024-08-06
C01271,Cliente 1271,Temuco,IX,Retail,2024-08-05
C01272,Cliente 1272,Viña del Mar,V,Retail,2024-03-09
C01273,Cliente 1273,Valparaíso,V,Premium,2026-03-21
C01274,Cliente 1274,Puerto Montt,X,Retail,2026-02-28
C01275,Cliente 1275,Temuco,IX,Corporate,2025-11-13
C01276,Cliente 1276,rancagua,VI,Retail,2025-10-17
C01277,Cliente 1277,Santiago,RM,Retail,2024-05-07
C01278,Cliente 1278,Valparaíso,V,Retail,2025-01-18
C01279,Cliente 1279,Santiago,RM,Retail,2026-01-12
C01280,Cliente 1280,Concepción,VIII,Retail,2025-10-21
C01281,Cliente 1281,Antofagasta,II,Premium,2024-08-22
C01282,Cliente 1282,La Serena,IV,Premium,2025-12-13
C01283,Cliente 1283,Rancagua,VI,Retail,2024-03-07
C01284,Cliente 1284,Concepción,VIII,Corporate,2024-05-08
C01285,Cliente 1285,La Serena,IV,Retail,2024-03-21
C01286,Cliente 1286,La Serena,IV,Retail,2025-09-12
C01287,Cliente 1287,La Serena,IV,Retail,2026-03-11
C01288,Cliente 1288,Concepción,VIII,Retail,2025-03-08
C01289,Cliente 1289,Rancagua,VI,Retail,2025-01-25
C01290,Cliente 1290,Viña del Mar,V,Retail,2025-07-20
C01291,Cliente 1291,Puerto Montt,X,Retail,2025-05-07
C01292,Cliente 1292,La Serena,IV,Retail,2026-06-01
C01293,Cliente 1293,Puerto Montt,X,Corporate,2026-01-30
C01294,Cliente 1294,Valparaíso,V,Retail,2024-02-09
C01295,Cliente 1295,Puerto Montt,X,Corporate,2026-02-28
C01296,Cliente 1296,Santiago,RM,Retail,2025-03-10
C01297,Cliente 1297,Santiago,RM,Retail,2025-10-22
C01298,Cliente 1298,,II,Retail,2025-08-15
C01299,Cliente 1299,Puerto Montt,X,Retail,2025-08-23
C01300,Cliente 1300,Puerto Montt,X,Retail,2024-11-05
C01301,Cliente 1301,Antofagasta,II,Premium,2026-02-09
C01302,Cliente 1302,Concepción,VIII,,2024-08-02
C01303,Cliente 1303,Rancagua,VI,Retail,2024-03-12
C01304,Cliente 1304,Concepción,VIII,Retail,2024-07-09
C01305,Cliente 1305,Rancagua,VI,Retail,2024-08-05
C01306,Cliente 1306,La Serena,IV,Retail,2026-06-11
C01307,Cliente 1307, Concepción ,VIII,Retail,2024-03-28
C01308,Cliente 1308,,IV,Retail,2025-11-19
C01309,Cliente 1309,Viña del Mar,V,Premium,2024-02-12
C01310,Cliente 1310,Talca,VII,Corporate,2026-02-18
C01311,Cliente 1311,Puerto Montt,X,Retail,2025-11-29
C01312,Cliente 1312,PUERTO MONTT,X,Retail,2024-02-28
C01313,Cliente 1313,Puerto Montt,X,Premium,2026-06-28
C01314,Cliente 1314,La Serena,IV,Retail,2025-09-25
C01315,Cliente 1315,,RM,Corporate,2026-04-12
C01316,Cliente 1316,Temuco,IX,Retail,2024-08-27
C01317,Cliente 1317,Temuco,IX,Retail,2025-05-02
C01318,Cliente 1318,Antofagasta,II,Retail,2025-12-30
C01319,Cliente 1319,Talca,VII,Retail,2025-05-24
C01320,Cliente 1320,Rancagua,VI,Retail,2025-04-01
C01321,Cliente 1321, Concepción ,VIII,Premium,2025-11-06
C01322,Cliente 1322,Temuco,IX,Corporate,2026-02-23
