order_id,order_item_id,product_id,quantity,unit_price,discount_pct,freight_value,item_total
O004398,1,P0089,1,625.43,0.05,415.32,1009.48
O004399,1,P0289,1,88.04,0,23.49,111.53
O004399,2,P0207,1,469.0,0,12.45,481.45
O004399,3,P0320,3,907.09,0,20.63,2741.9
O004399,4,P0057,2,286.31,0,19.66,592.28
O004400,1,P0296,3,428.51,0,6.75,1292.28
O004400,2,P0093,1,952.7,0.05,16.54,921.61
O004401,1,P0020,1,1036.19,0,20.57,1056.76
O004402,1,P0298,2,410.7,0,2,823.4
O004402,2,P0202,1,115.37,0.15,2,100.06
O004403,1,P0295,2,164.98,0.1,18.67,315.63
O004404,1,P0083,1,594.36,0,2.3,596.66
O004405,1,P0210,1,949.92,0.1,29.32,884.25
O004406,1,P0281,1,372.41,0.15,22.95,339.5
O004407,1,P0303,1,483.69,0.2,11.16,398.11
O004407,2,P0237,3,956.17,0,30.29,2898.8
O004408,1,P0070,5,298.91,0,9.59,1504.14
O004409,1,P0091,1,86.5,0,20.76,107.26
O004410,1,P0197,2,756.59,0,6.26,1519.44
O004410,2,P0064,1,145.78,0,4.59,150.37
O004411,1,P0065,1,492.73,0.05,18.2,486.29
O004412,1,P0045,2,72.1,0,4.55,148.75
O004413,1,P0076,1,1058.97,0.05,15.37,1021.39
O004414,1,P0305,1,330.82,0.1,7.35,305.09
O004414,2,P0046,1,190.18,0,12.47,202.65
O004415,1,P0266,2,242.67,0.05,15.12,476.19
O004416,1,P0160,1,413.02,0.05,18.61,410.98
O004417,1,P0125,1,329.73,0,11.74,341.47
O004417,2,P0066,1,451.94,0,21.94,473.88
O004417,3,P0259,5,849.86,0,13.74,4263.04
O004418,1,P0280,2,128.6,0,2,259.2
O004419,1,P0150,1,23.53,0,7.86,31.39
O004420,1,P0182,1,150.43,0,14.02,164.45
O004421,1,P0128,1,835.43,0,12.32,847.75
O004421,2,P0147,1,535.43,0.05,17.07,525.73
O004421,3,P0112,1,400.76,0,16.87,417.63
O004422,1,P0164,3,13.57,0,11.42,52.13
O004422,2,P0186,1,638.99,0.1,27.06,602.15
O004422,3,P0179,1,159.25,0,18.03,177.28
O004422,4,P0245,1,489.42,0,19.86,509.28
O004423,1,P0212,1,486.38,0.15,21.58,435.0
O004424,1,P0047,1,224.37,0,2,226.37
O004425,1,P0259,4,849.86,0.1,11.9,3071.4
O004426,1,P0069,1,423.73,0,19.47,443.2
O004426,2,P0082,2,362.46,0,16.83,741.75
O004426,3,P0002,1,556.12,0,20.16,576.28
O004426,4,P0156,3,90.87,0,18.2,290.81
O004427,1,P0130,1,491.43,0,10.64,502.07
O004428,1,P0087,1,118.02,0,14.14,132.16
O004429,1,P0251,1,266.39,0,12.18,278.57
O004430,1,P0225,1,84.06,0.15,8.42,79.87
O004431,1,P0084,2,294.21,0.1,3.52,533.1
O004431,2,P0277,1,49.26,0,15.38,64.64
O004432,1,P0095,2,97.16,0,2,196.32
O004432,2,P0217,1,390.23,0.15,9.03,340.73
O004432,3,P0111,3,127.38,0.1,27.27,371.2
O004432,4,P0214,1,42.92,0.05,10.25,51.02
O004433,1,P0254,1,824.63,0.05,12.42,795.82
O004434,1,P0148,1,188.16,0.2,8.57,159.1
O004435,1,P0183,2,808.84,0.2,10.86,1305.0
O004436,1,P0155,2,88.23,0,6.6,183.06
O004437,1,P0180,2,358.61,0.05,7.65,689.01
O004437,2,P0046,2,190.18,0,8.91,389.27
O004438,1,P0083,1,594.36,0.05,21.83,586.47
O004439,1,P0241,1,307.92,0,16.96,324.88
O004440,1,P0002,1,556.12,0.15,32.73,505.43
O004440,2,P0284,1,501.64,0,9.15,510.79
O004440,3,P0105,1,18.23,0,2.97,21.2
O004441,1,P0191,1,654.69,0,2,656.69
O004441,2,P0080,1,194.14,0.15,6.92,171.94
O004442,1,P0155,2,88.23,0,5.45,181.91
O004443,1,P0296,3,428.51,0,17.58,1303.11
O004443,2,P0012,2,529.58,0,10.3,1069.46
O004443,3,P0076,2,1058.97,0,2,2119.94
O004444,1,P0236,1,397.11,0,19.86,416.97
O004445,1,P0253,1,162.64,0.05,9.2,163.71
O004445,2,P0224,1,355.54,0.2,19.55,303.98
O004446,1,P0316,2,419.97,0.1,21.98,777.93
O004446,2,P0059,1,953.24,0.15,12.68,822.93
O004447,1,P0249,3,575.36,0,3.71,1729.79
O004447,2,P0076,1,1058.97,0.1,9.13,962.2
O004448,1,P0229,1,81.64,0,26.75,108.39
O004449,1,P0111,2,127.38,0,24.54,279.3
O004450,1,P0145,1,247.46,0.2,16.65,214.62
O004451,1,P0205,1,468.82,0.05,6.38,451.76
O004452,1,P0119,1,229.62,0,4.29,233.91
O004452,2,P0181,1,364.59,0,24.18,388.77
O004452,3,P0082,3,362.46,0,7.47,1094.85
O004452,4,P0220,1,103.24,0,2,105.24
O004453,1,P0226,2,706.04,0,21.9,1433.98
O004454,1,P0235,5,6.83,0.15,21.69,50.72
O004455,1,P0304,1,396.52,0.1,21.44,378.31
O004455,2,P0115,1,602.48,0,23.93,626.41
O004456,1,P0260,1,623.36,0,5.27,628.63
O004457,1,P0073,1,139.62,0,3.8,143.42
O004457,2,P0257,1,486.52,0,19.86,506.38
O004458,1,P0276,1,820.81,0.05,10.86,790.63
O004459,1,P0157,1,807.11,0.1,34.1,760.5
O004460,1,P0188,1,480.75,0,12.79,493.54
O004460,2,P0179,1,159.25,0,4.99,164.24
O004460,3,P0015,1,284.04,0.1,13.84,269.48
O004461,1,P0149,1,858.19,0,7.41,865.6
O004462,1,P0202,2,115.37,0.1,15.19,222.86
O004463,1,P0151,2,785.65,0.05,15.88,1508.62
O004464,1,P0235,1,6.83,0.15,11.14,16.95
O004464,2,P0192,1,951.76,0.1,18.27,874.85
O004464,3,P0287,1,756.46,0,2,758.46
O004464,4,P0140,2,227.4,0.05,14.51,446.57
O004465,1,P0283,2,433.94,0.1,11.01,792.1
O004465,2,P0198,1,764.66,0,20.85,785.51
O004465,3,P0248,1,363.73,0,24.67,388.4
O004466,1,P0130,1,491.43,0,9.25,500.68
O004467,1,P0120,1,62.98,0,2,64.98
O004468,1,P0179,1,159.25,0.15,18.65,154.01
O004468,2,P0085,1,554.3,0,2,556.3
O004468,3,P0038,1,778.2,0.15,5.29,666.76
O004469,1,P0021,3,806.92,0,25.04,2445.8
O004469,2,P0020,3,1036.19,0.05,12.5,2965.64
O004470,1,P0080,1,194.14,0,18.01,212.15
O004470,2,P0265,1,240.13,0.1,16.97,233.09
O004471,1,P0113,2,814.98,0,27.71,1657.67
O004471,2,P0101,1,92.83,0,20.66,113.49
O004472,1,P0049,3,841.2,0.05,13.15,2410.57
O004472,2,P0026,3,659.65,0,2,1980.95
O004473,1,P0183,1,808.84,0.15,5.23,692.74
O004473,2,P0226,1,706.04,0.2,10.89,575.72
O004474,1,P0005,2,9999.99,0.05,2.64,19002.62
O004474,2,P0173,2,758.26,0.15,11.53,1300.57
O004475,1,P0026,1,659.65,0,18.88,678.53
O004476,1,P0205,1,468.82,0,14.65,483.47
O004477,1,P0024,3,832.14,0,10.47,2506.89
O004478,1,P0127,1,597.61,0,8.18,605.79
O004478,2,P0183,1,808.84,0,4.9,813.74
O004478,3,P0320,2,907.09,0.15,18.08,1560.13
O004479,1,P0151,1,785.65,0,20.85,806.5
O004480,1,P0283,2,433.94,0,14.22,882.1
O004480,2,P0295,2,164.98,0.1,19.07,316.03
O004480,3,P0049,1,841.2,0.15,27.54,742.56
O004480,4,P0105,5,18.23,0.1,2,84.04
O004481,1,P0208,1,723.84,0,19.09,742.93
O004482,1,P0216,1,823.56,0,19.48,843.04
O004483,1,P0269,3,256.16,0.15,7.82,661.03
O004484,1,P0048,1,920.6,0.15,6.77,789.28
O004485,1,P0143,2,110.16,0.15,16.69,203.96
O004486,1,P0168,2,45.44,0.1,9.25,91.04
O004487,1,P0217,2,390.23,0,7.03,787.49
O004488,1,P0098,2,701.13,0,13.08,1415.34
O004489,1,P0230,4,438.21,0.1,7.42,1584.98
O004490,1,P0199,1,324.1,0.1,2,293.69
O004491,1,P0269,2,256.16,0.2,8.08,417.94
O004492,1,P0179,3,159.25,0,9.46,487.21
O004493,1,P0014,1,187.84,0.05,2,180.45
O004493,2,P0164,2,13.57,0,11.24,38.38
O004494,1,P0078,2,314.17,0,2,630.34
O004495,1,P0090,1,907.45,0,3.42,910.87
O004496,1,P0005,3,9999.99,0.1,2,27001.97
O004496,2,P0236,1,397.11,0,7.84,404.95
O004496,3,P0215,1,1003.36,0,20.21,1023.57
O004497,1,P0166,2,20.64,0,20.22,61.5
O004498,1,P0158,1,130.71,0,14.17,144.88
O004498,2,P0135,1,504.23,0.05,11.62,490.64
O004499,1,P0047,1,224.37,0.2,14.96,194.46
O004500,1,P0119,2,229.62,0.05,15.9,452.18
O004501,1,P0262,2,519.27,0.15,2,884.76
O004502,1,P0123,1,202.44,0.05,2.02,194.34
O004502,2,P0016,2,576.57,0,14.76,1167.9
O004503,1,P0122,1,149.46,0,17.31,166.77
O004503,2,P0177,1,95.11,0,21.27,116.38
O004504,1,P0083,1,594.36,0,18.34,612.7
O004504,2,P0122,1,149.46,0,2,151.46
O004505,1,P0079,1,165.37,0,13.52,178.89
O004505,2,P0014,1,187.84,0,7.51,195.35
O004506,1,P0292,2,386.72,0,2,775.44
O004507,1,P0280,1,128.6,0,3.45,132.05
O004508,1,P0126,1,311.62,0,21.72,333.34
O004508,2,P0255,1,854.74,0,13.49,868.23
O004509,1,P0254,1,824.63,0.1,7.34,749.51
O004510,1,P0070,4,298.91,0.05,16.05,1151.91
O004510,2,P0289,1,88.04,0,10.88,98.92
O004511,1,P0020,3,1036.19,0,4.25,3112.82
O004512,1,P0203,1,420.71,0.1,2,380.64
O004513,1,P0055,1,237.15,0,12.58,249.73
O004514,1,P0001,1,342.26,0,2,344.26
O004514,2,P0184,2,112.13,0.05,15.91,228.96
O004515,1,P0057,2,286.31,0.1,19.6,534.96
O004516,1,P0111,1,127.38,0,2.85,130.23
O004517,1,P0140,1,227.4,0.05,14.78,230.81
O004518,1,P0193,1,216.15,0.1,3.75,198.28
O004519,1,P0151,2,785.65,0.05,28.05,1520.78
O004519,2,P0052,1,782.48,0,2.1,784.58
O004520,1,P0172,1,461.92,0,21.16,483.08
O004521,1,P0061,1,776.86,0.1,7.77,706.94
O004522,1,P0187,1,106.77,0,2,108.77
O004523,1,P0259,1,849.86,0.05,17.06,824.43
O004524,1,P0162,1,529.22,0.15,28.91,478.75
O004524,2,P0133,1,17.03,0.1,15.18,30.51
O004525,1,P0283,1,433.94,0,16.89,450.83
O004525,2,P0023,1,587.39,0,20.79,608.18
O004526,1,P0098,2,701.13,0,16.01,1418.27
O004526,2,P0231,1,766.78,0,14.32,781.1
O004527,1,P0042,1,584.05,0.05,18.84,573.69
O004527,2,P0177,5,95.11,0,2,477.55
O004528,1,P0005,1,9999.99,0.1,2,9001.99
O004529,1,P0006,2,202.12,0.05,17.07,401.1
O004529,2,P0148,1,188.16,0.05,9.82,188.57
O004530,1,P0316,4,419.97,0,15.02,1694.9
O004530,2,P0241,1,307.92,0.1,17.86,294.99
O004530,3,P0232,1,295.67,0.05,11.66,292.55
O004531,1,P0075,1,233.38,0.05,10.24,231.95
O004532,1,P0316,2,419.97,0.05,8.21,806.15
O004533,1,P0246,1,236.21,0,17.64,253.85
O004534,1,P0206,1,75.89,0,11.68,87.57
O004535,1,P0287,1,756.46,0,5.55,762.01
O004536,1,P0292,1,386.72,0,13.94,400.66
O004537,1,P0317,1,811.43,0,2.06,813.49
O004538,1,P0146,2,288.94,0.1,14.38,534.47
O004539,1,P0268,1,214.47,0.05,20.03,223.78
O004540,1,P0053,1,360.49,0,13.47,373.96
O004540,2,P0241,1,307.92,0,16.77,324.69
O004541,1,P0240,1,237.45,0.15,5.5,207.33
O004542,1,P0320,1,907.09,0,11.46,918.55
O004542,2,P0096,1,224.82,0,11.7,236.52
O004543,1,P0091,2,86.5,0.05,13.96,178.31
O004543,2,P0162,1,529.22,0,21.37,550.59
O004544,1,P0081,2,312.38,0.1,18.97,581.25
O004545,1,P0201,1,583.78,0,13.54,597.32
O004546,1,P0204,5,387.0,0,10.51,1945.51
O004547,1,P0061,2,776.86,0.05,15.19,1491.22
O004548,1,P0254,2,824.63,0.2,4.35,1323.76
O004549,1,P0236,1,397.11,0.05,3.98,381.23
O004550,1,P0146,1,288.94,0,8.05,296.99
O004551,1,P0094,2,756.84,0,17.24,1530.92
O004551,2,P0027,1,406.86,0,24.93,431.79
O004551,3,P0088,3,259.63,0,14.86,793.75
O004552,1,P0092,1,901.51,0.1,8.46,819.82
O004553,1,P0035,1,544.32,0.05,4.72,521.82
O004553,2,P0254,2,824.63,0,21.31,1670.57
O004554,1,P0177,1,95.11,0,20.5,115.61
O004555,1,P0018,1,598.9,0.2,22.74,501.86
O004555,2,P0253,2,162.64,0.1,2,294.75
O004555,3,P0107,1,435.88,0.05,15.15,429.24
O004555,4,P0130,1,491.43,0,21.36,512.79
O004556,1,P0249,1,575.36,0,2,577.36
O004557,1,P0113,1,814.98,0,5.98,820.96
O004557,2,P0207,1,469.0,0,23.5,492.5
O004558,1,P0160,1,413.02,0,14.83,427.85
O004558,2,P0083,2,594.36,0,12.73,1201.45
O004558,3,P0031,2,397.25,0,14.24,808.74
O004559,1,P0210,3,949.92,0.15,15.18,2437.48
O004560,1,P0100,1,237.44,0.1,17.71,231.41
O004561,1,P0042,1,584.05,0.2,7.18,474.42
O004562,1,P0027,1,406.86,0.1,2,368.17
O004563,1,P0201,2,583.78,0.05,25.1,1134.28
O004563,2,P0128,1,835.43,0.05,2,795.66
O004564,1,P0035,1,544.32,0,2,546.32
O004564,2,P0179,1,159.25,0.05,13.28,164.57
O004565,1,P0149,1,858.19,0,12.97,871.16
O004565,2,P0033,1,310.62,0.15,12.0,276.03
O004566,1,P0234,2,354.24,0,2.52,711.0
O004567,1,P0303,1,483.69,0,18.35,502.04
O004568,1,P0127,1,597.61,0,11.76,609.37
O004569,1,P0199,1,324.1,0.2,22.29,281.57
O004570,1,P0073,1,139.62,0,4.87,144.49
O004571,1,P0022,1,623.29,0.1,6.97,567.93
O004572,1,P0222,5,182.56,0,26.05,938.85
O004572,2,P0268,2,214.47,0,20.53,449.47
O004573,1,P0306,1,219.19,0.15,19.22,205.53
O004574,1,P0292,1,386.72,0.15,13.2,341.91
O004574,2,P0317,1,811.43,0,4.31,815.74
O004574,3,P0123,3,202.44,0.15,11.73,527.95
O004574,4,P0295,2,164.98,0,20.27,350.23
O004575,1,P0310,3,8.5,0,12.37,37.87
O004575,2,P0286,1,518.79,0.1,20.89,487.8
O004575,3,P0192,1,951.76,0,2,953.76
O004576,1,P0170,1,444.66,0.1,12.69,412.88
O004577,1,P0222,1,182.56,0,6.19,188.75
O004578,1,P0035,1,544.32,0,2,546.32
O004579,1,P0160,1,413.02,0,21.8,434.82
O004580,1,P0127,1,597.61,0.1,33.98,571.83
O004581,1,P0262,1,519.27,0.15,17.6,458.98
O004581,2,P0048,2,920.6,0.05,9.75,1758.89
O004582,1,P0279,1,489.87,0,15.8,505.67
O004583,1,P0050,1,745.53,0,13.52,759.05
O004583,2,P0206,3,75.89,0,19.37,247.04
O004584,1,P0182,1,150.43,0,20.19,170.62
O004584,2,P0193,1,216.15,0,4.91,221.06
O004585,1,P0184,1,112.13,0,2,114.13
O004585,2,P0136,1,784.55,0,14.66,799.21
O004586,1,P0215,1,1003.36,0.05,14.45,967.64
O004586,2,P0059,2,953.24,0,20.36,1926.84
O004587,1,P0111,1,127.38,0,6.87,134.25
O004588,1,P0035,4,544.32,0,13.73,2191.01
O004588,2,P0184,2,112.13,0.05,10.94,223.99
O004589,1,P0187,1,106.77,0.05,2.19,103.62
O004589,2,P0219,1,553.58,0,18.44,572.02
O004589,3,P0314,1,745.22,0,7.78,753.0
O004590,1,P0172,1,461.92,0,2,463.92
O004590,2,P0141,1,92.1,0.05,22.22,109.71
O004590,3,P0110,1,1039.88,0,3.13,1043.01
O004591,1,P0070,1,298.91,0,25.41,324.32
O004592,1,P0217,2,390.23,0.1,11.07,713.48
O004593,1,P0112,1,400.76,0.1,9.49,370.17
O004593,2,P0095,1,97.16,0,23.2,120.36
O004594,1,P0040,1,354.01,0,16.58,370.59
O004595,1,P0193,1,216.15,0.05,21.75,227.09
O004596,1,P0278,1,480.16,0,14.59,494.75
O004597,1,P0168,1,45.44,0.1,18.93,59.83
O004598,1,P0129,1,104.68,0,14.39,119.07
O004599,1,P0295,1,164.98,0,7.39,172.37
O004600,1,P0068,1,148.48,0.15,13.56,139.77
O004601,1,P0205,1,468.82,0.2,9.69,384.75
O004601,2,P0003,1,146.76,0,14.26,161.02
O004601,3,P0162,1,529.22,0.2,3.6,426.98
O004601,4,P0050,1,745.53,0,8.41,753.94
O004602,1,P0054,1,429.08,0.2,11.85,355.11
O004603,1,P0275,1,515.35,0,2.71,518.06
O004604,1,P0189,1,630.91,0,7.03,637.94
O004604,2,P0190,1,449.88,0.1,14.46,419.35
O004605,1,P0131,2,185.19,0,18.7,389.08
O004605,2,P0143,1,110.16,0,12.78,122.94
O004605,3,P0190,1,449.88,0.2,4.22,364.12
O004605,4,P0063,1,310.44,0,18.61,329.05
O004606,1,P0046,1,190.18,0.2,15.14,167.28
O004607,1,P0135,2,504.23,0.05,5.03,963.07
O004608,1,P0197,1,756.59,0.15,7.72,650.82
O004609,1,P0021,1,806.92,0.15,15.67,701.55
O004610,1,P0029,1,490.19,0.05,7.6,473.28
O004611,1,P0186,1,638.99,0.05,7.86,614.9
O004611,2,P0078,1,314.17,0.1,6.36,289.11
O004612,1,P0110,1,1039.88,0.05,5.74,993.63
O004613,1,P0068,1,148.48,0.05,14.72,155.78
O004614,1,P0312,1,681.66,0.1,23.79,637.28
O004615,1,P0174,3,845.79,0,18.07,2555.44
O004615,2,P0017,1,237.22,0,12.12,249.34
O004615,3,P0057,1,286.31,0.1,21.53,279.21
O004616,1,P0279,2,489.87,0,11.4,991.14
O004617,1,P0090,4,907.45,0,5.77,3635.57
O004618,1,P0036,1,67.34,0.05,19.33,83.3
O004618,2,P0069,1,423.73,0.1,14.21,395.57
O004619,1,P0148,1,188.16,0,11.2,199.36
O004620,1,P0240,1,237.45,0,2,239.45
O004621,1,P0204,1,387.0,0,5.14,392.14
O004621,2,P0251,1,266.39,0.1,12.36,252.11
O004622,1,P0001,1,342.26,0,20.76,363.02
O004622,2,P0252,2,259.81,0,2,521.62
O004622,3,P0052,1,782.48,0.1,2,706.23
O004623,1,P0088,1,259.63,0,18.25,277.88
O004624,1,P0169,1,410.06,0,11.5,421.56
O004624,2,P0212,2,486.38,0,7.6,980.36
O004625,1,P0026,1,659.65,0,5.95,665.6
O004625,2,P0070,4,298.91,0.1,21.89,1097.97
O004625,3,P0147,3,535.43,0.05,18.14,1544.12
O004625,4,P0178,2,294.67,0.15,15.68,516.62
O004626,1,P0158,1,130.71,0,2.76,133.47
O004626,2,P0291,1,657.02,0.1,19.02,610.34
O004626,3,P0077,1,20.98,0.1,12.18,31.06
O004627,1,P0075,1,233.38,0,19.87,253.25
O004628,1,P0080,1,194.14,0.2,6.7,162.01
O004629,1,P0103,1,158.36,0,6.78,165.14
O004630,1,P0159,1,343.13,0.15,3.43,295.09
O004630,2,P0258,1,81.39,0,5.95,87.34
O004631,1,P0250,1,375.47,0,20.46,395.93
O004632,1,P0204,3,387.0,0,2,1163.0
O004632,2,P0247,2,315.54,0,6.29,637.37
O004632,3,P0064,4,145.78,0.15,17.45,513.1
O004633,1,P0102,1,249.53,0,11.17,260.7
O004634,1,P0096,1,224.82,0,22.89,247.71
O004634,2,P0185,1,8.75,0.15,11.31,18.75
O004635,1,P0009,1,17.8,0.1,17.48,33.5
O004636,1,P0088,1,259.63,0,21.38,281.01
O004637,1,P0214,1,42.92,0.15,7.66,44.14
O004637,2,P0307,5,69.12,0.05,5.07,333.39
O004637,3,P0039,1,205.22,0,2,207.22
O004638,1,P0204,2,387.0,0,6.15,780.15
O004638,2,P0217,1,390.23,0.05,2,372.72
O004639,1,P0166,1,20.64,0.2,9.01,25.52
O004640,1,P0261,1,745.54,0.1,26.79,697.78
O004641,1,P0088,1,259.63,0,15.9,275.53
O004642,1,P0216,1,823.56,0.05,16.97,799.35
O004643,1,P0297,1,38.06,0.1,8.1,42.35
O004643,2,P0046,1,190.18,0.15,8.01,169.66
O004644,1,P0108,1,957.8,0,19.7,977.5
O004645,1,P0238,2,645.9,0,2,1293.8
O004645,2,P0214,2,42.92,0.05,23.1,104.65
O004646,1,P0209,2,690.43,0,12.31,1393.17
O004646,2,P0259,1,849.86,0,25.54,875.4
O004647,1,P0278,1,480.16,0,5.56,485.72
O004647,2,P0194,1,140.84,0,27.24,168.08
O004648,1,P0270,1,949.79,0,18.06,967.85
O004649,1,P0142,1,483.04,0,20.12,503.16
O004650,1,P0296,1,428.51,0,15.29,443.8
O004651,1,P0275,1,515.35,0.1,11.68,475.5
O004652,1,P0211,2,980.09,0.05,5.01,1867.18
O004652,2,P0096,1,224.82,0.15,8.37,199.47
O004653,1,P0243,2,711.65,0,10.61,1433.91
O004654,1,P0276,2,820.81,0,11.78,1653.4
O004655,1,P0308,1,109.62,0,9.72,119.34
O004656,1,P0135,1,504.23,0,26.9,531.13
O004657,1,P0234,1,354.24,0.05,5.07,341.6
O004658,1,P0242,1,722.98,0,5.06,728.04
O004659,1,P0021,3,806.92,0,19.14,2439.9
O004660,1,P0081,4,312.38,0,24.17,1273.69
O004661,1,P0008,1,193.75,0.1,25.46,199.84
O004661,2,P0134,3,574.47,0,4.46,1727.87
O004661,3,P0037,1,1028.12,0.2,4.83,827.33
O004662,1,P0066,2,451.94,0,7.16,911.04
O004662,2,P0188,3,480.75,0.1,17.12,1315.14
O004663,1,P0280,2,128.6,0,6.43,263.63
O004664,1,P0118,1,588.11,0,9.11,597.22
O004665,1,P0260,1,623.36,0,9.82,633.18
O004665,2,P0194,1,140.84,0,24.81,165.65
O004666,1,P0074,2,81.29,0.1,17.46,163.78
O004666,2,P0121,2,97.09,0,24.5,218.68
O004667,1,P0103,1,158.36,0.15,8.28,142.89
O004668,1,P0318,5,432.06,0.05,11.8,2064.09
O004669,1,P0242,1,722.98,0,2,724.98
O004670,1,P0121,1,97.09,0.05,11.67,103.91
O004671,1,P0263,1,574.22,0,11.77,585.99
O004671,2,P0014,1,187.84,0,17.33,205.17
O004671,3,P0231,3,766.78,0.15,2,1957.29
O004672,1,P0122,3,149.46,0.1,17.84,421.38
O004672,2,P0143,2,110.16,0.05,8.59,217.89
O004673,1,P0221,1,188.81,0,6.26,195.07
O004674,1,P0296,1,428.51,0.05,23.71,430.79
O004675,1,P0066,4,451.94,0.05,5.62,1722.99
O004676,1,P0316,1,419.97,0.1,5.16,383.13
O004677,1,P0045,2,72.1,0,2.77,146.97
O004678,1,P0195,2,256.53,0.15,3.11,439.21
O004678,2,P0268,2,214.47,0,2.65,431.59
O004679,1,P0078,1,314.17,0.1,9.87,292.62
O004680,1,P0226,3,706.04,0,9.32,2127.44
O004681,1,P0158,4,130.71,0.05,11.43,508.13
O004681,2,P0263,1,574.22,0.15,15.08,503.17
O004682,1,P0029,1,490.19,0,16.32,506.51
O004683,1,P0251,1,266.39,0,22.63,289.02
O004684,1,P0043,1,118.53,0,24.16,142.69
O004684,2,P0270,2,949.79,0.05,2,1806.6
O004685,1,P0023,1,587.39,0.2,13.46,483.37
O004685,2,P0058,4,156.02,0.05,19.52,612.4
O004686,1,P0040,1,354.01,0,10.16,364.17
O004687,1,P0132,2,107.93,0.05,12.21,217.28
O004687,2,P0145,2,247.46,0,19.7,514.62
O004687,3,P0306,1,219.19,0,16.36,235.55
O004688,1,P0291,5,657.02,0.05,15.18,3136.02
O004689,1,P0190,1,449.88,0,14.68,464.56
O004690,1,P0292,1,386.72,0,14.78,401.5
O004691,1,P0172,1,461.92,0,2,463.92
O004692,1,P0057,2,286.31,0.15,3.95,490.68
O004693,1,P0286,1,518.79,0,6.59,525.38
O004694,1,P0196,1,753.97,0,13.41,767.38
O004694,2,P0007,1,306.83,0,14.52,321.35
O004694,3,P0099,2,458.56,0,2,919.12
O004694,4,P0104,1,521.9,0.05,21.74,517.54
O004695,1,P0282,1,856.4,0,4.12,860.52
O004695,2,P0090,3,907.45,0,13.81,2736.16
O004696,1,P0036,1,67.34,0,11.46,78.8
O004697,1,P0103,5,158.36,0.05,2,754.21
O004697,2,P0157,2,807.11,0.05,12.82,1546.33
O004698,1,P0169,1,410.06,0.15,7.45,356.0
O004699,1,P0137,1,168.37,0.15,9.27,152.38
O004700,1,P0153,2,339.5,0,2,681.0
O004700,2,P0256,1,847.43,0,2,849.43
O004700,3,P0053,1,360.49,0.1,15.09,339.53
O004701,1,P0005,2,9999.99,0,13.09,20013.07
O004701,2,P0062,1,673.39,0.1,10.3,616.35
O004702,1,P0266,2,242.67,0.05,17.84,478.91
O004702,2,P0188,1,480.75,0,16.42,497.17
O004702,3,P0289,1,88.04,0,12.94,100.98
O004703,1,P0138,1,870.78,0.15,9.86,750.02
O004703,2,P0168,1,45.44,0,5.86,51.3
O004703,3,P0178,1,294.67,0,2,296.67
O004704,1,P0283,1,433.94,0,2,435.94
O004704,2,P0224,1,355.54,0.15,17.66,319.87
O004705,1,P0204,1,387.0,0,9.18,396.18
O004705,2,P0144,2,649.77,0.1,16.01,1185.6
O004705,3,P0114,1,967.11,0,26.44,993.55
O004706,1,P0275,1,515.35,0.1,4.05,467.87
O004707,1,P0188,1,480.75,0.1,16.81,449.49
O004707,2,P0297,1,38.06,0.1,22.62,56.87
O004707,3,P0103,1,158.36,0,2.33,160.69
O004708,1,P0258,2,81.39,0,9.08,171.86
O004709,1,P0318,3,432.06,0,15.27,1311.45
O004710,1,P0283,3,433.94,0,19.39,1321.21
O004711,1,P0112,2,400.76,0,3.41,804.93
O004712,1,P0235,1,6.83,0,10.55,17.38
O004713,1,P0173,1,758.26,0,32.04,790.3
O004714,1,P0012,1,529.58,0.1,9.11,485.73
O004714,2,P0229,2,81.64,0,4.69,167.97
O004715,1,P0089,1,625.43,0,7.14,632.57
O004716,1,P0181,1,364.59,0.2,14.47,306.14
O004716,2,P0141,5,92.1,0,9.78,470.28
O004717,1,P0224,1,355.54,0.05,19.61,357.37
O004717,2,P0233,4,84.69,0,2,340.76
O004718,1,P0088,1,259.63,0,5.5,265.13
O004719,1,P0093,1,952.7,0.05,13.24,918.31
O004720,1,P0100,1,237.44,0.15,5.28,207.1
O004721,1,P0154,1,25.6,0,19.74,45.34
O004722,1,P0037,2,1028.12,0.1,2.99,1853.61
O004723,1,P0060,5,27.23,0.1,17.38,139.92
O004723,2,P0159,1,343.13,0,2,345.13
O004724,1,P0118,1,588.11,0.05,13.44,572.14
O004724,2,P0081,1,312.38,0.1,12.86,294.0
O004725,1,P0083,1,594.36,0.2,12.91,488.4
O004726,1,P0147,1,535.43,0,6.03,541.46
O004727,1,P0217,1,390.23,0,2,392.23
O004728,1,P0230,1,438.21,0,7.87,446.08
O004728,2,P0127,1,597.61,0.15,8.4,516.37
O004729,1,P0095,1,97.16,0.1,3.99,91.43
O004729,2,P0054,2,429.08,0.1,7.94,780.28
O004729,3,P0019,3,618.71,0,17.64,1873.77
O004730,1,P0164,1,13.57,0.1,21.17,33.38
O004731,1,P0138,1,870.78,0.05,11.29,838.53
O004731,2,P0175,4,568.15,0.2,11.1,1829.18
O004731,3,P0250,1,375.47,0,17.47,392.94
O004732,1,P0313,1,555.72,0,11.1,566.82
O004733,1,P0291,1,657.02,0.15,6.83,565.3
O004734,1,P0091,1,86.5,0.1,8.88,86.73
O004735,1,P0129,3,104.68,0.05,7.53,305.87
O004736,1,P0263,2,574.22,0,25.94,1174.38
